"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"quest_description_PLAY_10_GATLING_DRONES";"Spiele %d Gatlingdrohnen";"Summon %d §card_name_gatlingdrone_plural";"Invoquez %d §card_name_gatlingdrone_plural";"Invocar %d Drones de Metralhadora";"Призовите %d Пулемётных дронов";"Invoca %d Drones Gatling";"Evoca %d Droni Gatling";"";"";"";"Przyzwij %d Gatlingdronów";"Kutsu %d Gatlingdronea";"Invoque %d Drones de Metralhadora";"%d §card_name_gatlingdrone_plural çağır";"";"Vyvolej %d §card_name_gatlingdrone_plural";"Επιστράτευσε %d Πυροβόλους Δρόνους";"Idézd le a(z) %d §card_name_gatlingdrone_plural";"";"Convoac ă %d §card_name_gatlingdrone_plural";"Invoca %d §card_name_gatlingdrone_plural";"Викличте %d Кулеметних дронів";"";"";"召喚 %d 個 §card_name_gatlingdrone_plural";"";"§card_name_gatlingdrone_plural %d번 소환";"";""
"quest_description_WIN_8_GAMES";"Gewinne %d Spiele";"Win %d matches";"Gagnez %d parties";"Vencer %d partidas";"Выиграйте %d матчей";"Gana %d partidas";"Vinci %d partite";"";"";"";"Wygraj %d meczy";"Voita %d ottelua";"Vencer %d partidas";"%d oyun kazan";"";"Vyhrej %d zápasů";"Νίκησε σε %d ματς";"Nyerj meg %d meccset";"";"Câștigă %d Meciuri";"Gana %d partidas";"Виграйте %d матчів";"";"赢%d场游戏";"贏得 %d 對戰";"";"대전에서 %d번 승리";"";""
"quest_description_WIN_5_GAMES";"Gewinne %d Spiele";"Win %d matches";"Gagnez %d parties";"Vencer %d partidas";"Выиграйте %d матчей";"Gana %d partidas";"Vinci %d partite";"";"";"";"Wygraj %d meczy";"Voita %d ottelua";"Vencer %d partidas";"%d oyun kazan";"";"Vyhrej %d zápasů";"Νίκησε σε %d ματς";"Nyerj meg %d meccset";"";"Câștigă %d Meciuri";"Gana %d partidas";"Виграйте %d матчів";"";"赢%d场游戏";"贏得 %d 對戰";"";"대전에서 %d번 승리";"";""
"quest_description_WIN_2_GAMES";"Gewinne %d Spiele";"Win %d matches";"Gagnez %d parties";"Vencer %d partidas";"Выиграйте %d матчей";"Gana %d partidas";"Vinci %d partite";"";"";"";"Wygraj %d mecze";"Voita %d ottelua";"Vencer %d partidas";"%d oyun kazan";"";"Vyhrej %d zápasů";"Νίκησε σε %d ματς";"Nyerj meg %d meccset";"";"Câștigă %d Meciuri";"Gana %d partidas";"Виграйте %d матчів";"";"赢%d场游戏";"贏得 %d 對戰";"";"대전에서 %d번 승리";"";""
"quest_description_TUTORIAL_NAVIGATE_PLAY";"Öffne den Tab „Spielen“";"Open the tab ""Play""";"Ouvrez l'onglet ""Jouer""";"Abrir a aba ""Jogar""";"Откройте вкладку «Играть»";"Abre la pestaña ""Jugar""";"Apri la finestra ""Gioca""";"";"";"";"Otwórz kartę ""Graj""";"Avaa ""Pelaa""-välilehti";"Abrir a aba ""Jogar""";"""Oyna"" sekmesini aç";"";"Otevři záložku Hrát";"Άνοιξε την καρτέλα «Παίξε»";"Nyisd meg a tabot hogy ""Játsz""";"";"Deschideți fila „Joacă”";"Abrir la pestaña ""Jugar""";"Відкрийте вкладку «Грати»";"";"打开界面“游玩”";"點開「遊玩」頁標";"";"'게임 시작' 버튼 누르기";"";""
"quest_hint_TUTORIAL_NAVIGATE_PLAY";"Klicke oben in der Navigationsleiste auf den Knopf mit der Aufschrift „Spielen“, um zur Match-Vorbereitung zu gelangen.";"Click the button at the top navigation bar labelled ""Play"" to enter the menu for match preparation.";"Cliquez sur le bouton nommé ""Jouer"" dans la bar de navigation supérieure pour entrer dans le menu de préparation de partie.";"Clique no botão ""Jogar"" no topo da barra de navegação para entrar no menu de preparação para uma partida.";"Нажмите кнопку в верхней панели навигации с надписью «Играть», чтобы войти в меню для подготовки к матчу.";"Presiona en el botón de arriba ""Jugar"" para entrar al menú de preparación de partidas.";"Clicca sul bottone in alto nella barra di navigazione etichettata con ""Gioca"" per entrare nel menù di preparazione della partita.";"";"";"";"Kliknij na przycisk ""Graj"" na pasku nawigacyjnym, aby wejść w menu do przygotowania meczu.";"Klikkaa ylhäältä löytyvästä navigointipalkista ""Pelaa""-painiketta mennäksesi ottelun valmisteluun.";"Clique no botão ""Jogar"" no topo da barra de navegação para entrar no menu de preparação para uma partida.";"Maç hazırlığı menüsüne girmek için ""Oynat"" etiketli üst gezinti çubuğundaki düğmeye tıklayın.";"";"Klikni na tlačítko hrát v horním menu označeným ""Hrát"" pro vstup do přípravy na zápas.";"Κλίκαρε το κουμπί «Παίξε» στην πάνω μπάρα πλοήγησης για να μπεις στο μενού για την προετοιμασία για ματς.";"Nyomd meg azt a gombot amely a felső navigációs sorban a ""Játsz"" gomb hogy belép a meccsre felkészülő menübe";"";"Faceți clic pe butonul din bara de navigare de sus etichetată „Joacă” pentru a accesa meniul pentru pregătirea meciului.";"Haz clic en el botón en la barra de navegación superior con la etiqueta ""Jugar"" para ingresar al menú para la preparación del partido.";"Натисніть кнопку у верхній панелі навігації з написом «Грати», щоб увійти в меню для підготовки до матчу.";"";"按下顶部界面“游玩”按钮进入准备游戏界面";"點擊上方導航條的「遊玩」按鈕，即可進入對戰準備的選單。";"";"상단에서 '게임 시작' 버튼을 눌러서 대전 준비 메뉴를 확인할 수 있습니다.";"";""
"quest_description_TUTORIAL_COLLECT_REWARD";"Hole eine Questbelohnung ab";"Collect a quest reward";"Collectez une récompense de quête";"Coletar uma recompensa de missão";"Соберите награду за квест";"Recoge una recompensa";"Ottieni la ricompensa per la missione";"";"";"";"Odbierz nagrodę za zadanie";"Kerää tehtäväpalkinto";"Coletar uma recompensa de missão";"Görev ödüllerini topla";"";"Vyzvedni odměnu z úkolu";"Σύλλεξε μια ανταμοιβή αποστολής";"Vedd át a jutalmad";"";"Colectați o recompensă de căutare";"Recoge una recompensa de misión";"Зберіть нагороду за квест";"اجمع جائزة المهمة";"领取任务奖励";"領取任務獎勵";"";"퀘스트 보상 받기";"";""
"quest_hint_TUTORIAL_COLLECT_REWARD";"Klick im Questmenü auf abgeschlossenen Quests, um deine Belohnung abzuholen!";"Click on a completed quest to collect the reward!";"Cliquez sur une quête complétée pour collecter la récompense!";"Clique em uma missão completada para coletar a recompensa!";"Нажмите на выполненный квест, чтобы получить награду!";"Presiona en completar misión para recoger una recompensa!";"Clicca su una missione completata per ottenerne la ricompensa!";"";"";"";"Kliknij na wykonane zadanie aby otrzymać nagrodę!";"Klikkaa suoritettua tehtävää kerätäksesi palkinnon!";"Clique em uma missão concluída para coletar a recompensa!";"Ödülünü almak için tamamlanmış göreve tıkla!";"";"Klikni na dokončený úkol pro vyzvednutí odměny!";"Κλίκαρε σε μια ολοκληρωμένη αποστολή για να συλλέξεις την ανταμοιβή!";"Nyomj rá a teljesített feladatra hogy megkapd a jutalmad!";"";"Faceți clic pe o căutare finalizată pentru a colecta recompensa!";"¡Haz clic en una misión completada para recoger la recompensa!";"Натисніть на виконаний квест, щоб отримати нагороду!";"";"";"點擊完成任務來收取獎勵！";"";"완료한 퀘스트를 클릭해서 보상을 수집하세요!";"";""
"quest_description_TUTORIAL_REROLL_QUEST";"Ersetze eine Quest";"Replace a quest";"Remplacez une quête";"Substitua uma missão";"Замените квест";"Reemplaza una misión";"Sostituisci una missione";"";"";"";"Zamień zadanie";"Vaihda tehtävä";"Substitua uma missão";"Görevi değiştir";"";"Nahradit úkol";"Αντικατάστησε μια αποστολή";"feladat cserélye";"";"Înlocuiți căutarea";"Reemplazar una misión";"Замініть квест";"استبدل مهمة";"替换一个任务";"更換任務";"";"퀘스트 새로 고침하기";"";""
"quest_hint_TUTORIAL_REROLL_QUEST";"Du kannst pro Tag eine tägliche Quest ersetzen indem du auf den gelben Kreispfeil klickst.";"You can replace a daily quest by hovering over the quest and clicking the yellow arrow.";"Vous pouvez remplacer une quête journalière en survolant la quête puis en cliquant sur la flèche jaune.";"Você pode substituir uma missão diária clicando na seta amarela.";"Вы можете заменить ежедневный квест, наведя курсор мыши на квест и нажав желтую стрелку.";"Tu puedes reemplazar una misión diaria presionando en el botón de la flecha amarilla.";"Puoi sostituire una missione giornaliera passandoci sopra con il mouse e cliccando sulla freccia gialla.";"";"";"";"Możesz zamienić dzienne zadanie na inne, przejeżdżając kursorem na zadanie i klikając żółtą strzałkę.";"Voin vaihtaa päivittäisen tehtävän klikkaamalla keltaista nuolta tehtävän päältä.";"Você pode substituir uma missão diária movendo o mouse sobre a missão e clicando na seta amarela.";"Günlük görevleri değiştirmek için fareyi üzerine getirdikten sonra görünen sarı oka tıklayabilirsiniz.";"";"Můžeš nahradit denní úkol kliknutím na žlutou šipku u daného úkolu.";"Μπορείς να αντικαταστήσεις μια καθημερινή αποστολή παιρνώντας τον κέρσορα πάνω από την αποστολή και κλικάροντας το κίτρινο βελάκι.";"Le tudod cserélni a napi feladatokat úgy hogy rá viszed az egeret a feladatra ás ré nyomsz a sárga nyílra";"";"Puteți înlocui o căutare zilnică trecând peste cursă și făcând clic pe săgeata galbenă.";"Puedes reemplazar una misión diaria pasando el cursor sobre la misión y haciendo clic en la flecha amarilla.";"Ви можете замінити щоденний квест, навівши курсор миші на квест і натиснувши жовту стрілку.";"";"";"你可以點擊想更動任務的黃色箭頭來更換一個每日任務。";"";"퀘스트 위에 마우스를 올려두고 노란색 화살표를 눌러서 일일 퀘스트를 새로 고침할 수 있습니다.";"";""
"quest_description_TUTORIAL_PLAY_TUTORIAL";"Spiele das Tutorial";"Play the tutorial";"Jouez le tutoriel";"Jogue a partida de PvE tutorial";"Сыграйте матч-обучение с ИИ";"Juega el tutorial";"Gioca l'addestramento";"";"";"";"Zagraj samouczkowy mecz przeciw SI";"Pelaa opetuspeli";"Jogar a partida JxA do tutorial";"Öğreticiyi oyna";"";"Hrej Tutoriál";"Ξεκίνα το μάθημα";"Játsz végig a kiképzést";"";"Joacă tutorialul";"Jugar el tutorial";"Зіграйте матч-навчання";"العب التدريب";"游玩教学模式";"進行教學";"";"튜토리얼 실행하기";"";""
"quest_hint_TUTORIAL_PLAY_TUTORIAL";"Klicke oben in der Navigationsleiste auf den Knopf mit der Aufschrift „Spielen“. Dann wähle PvE, selektiere über den Moduswähler das Szenario „Tutorial“, wähle dein Deck und drücke auf „Start“.";"Click the button at the top navigation bar labelled ""Play"". Select PvE, choose the scenario ""Tutorial"", pick a deck and press ""Start"".";"Cliquez sur le bouton intitulé ""Jouer"" dans la barre de navigation supérieure. Sélectionnez JcE, choisissez le scénario ""Tutoriel"", choisissez un deck et appuyez sur ""Commencer"".";"Clique no botão ""Jogar"" no topo da barra de navegação. Selecione PvE, selecione o cenário ""Tutorial"", selecione um baralho e pressione ""Iniciar"".";"Нажмите кнопку в верхней панели навигации с надписью «Играть». Выберите ИИ, выберите сценарий «Обучение», выберите колоду и нажмите «Старт».";"Presiona en el botón ""Jugar"" de arriba. Seleciona PvE, elige el escenario ""Tutorial"", escoge un mazo y presiona en ""Empezar""";"Clicca il pulsante in alto nella barra di navigazione etichettato come ""Gioca"". Seleziona PvE, scegli lo scenario ""Addestramento"", seleziona un mazzo e premi ""Avvia"".";"";"";"";"Kliknij na przycisk ""Graj"" na pasku nawigacyjnym. Kliknij ""Przeciw SI"", wybierz scenariusz ""Samouczek"", wybierz talię i kliknij ""Start"".";"Klikkaa ylhäältä löytyvästä navigointipalkista ""Pelaa""-painiketta. Valitse PvE, valitse ""Opetuspeli""-tehtävä, valitse pakka ja paina ""Aloita"".";"Clique no botão ""Jogar"" no topo da barra de navegação. Selecione JxA, escolha o cenário ""Tutorial"", selecione um deck e pressione ""Iniciar"".";"""Oynat"" etiketli üst gezinti çubuğundaki düğmeyi tıklayın. PvE'yi seçin, ""Öğretici"" senaryosunu seçin, bir deste seçin ve ""Başla"" butonuna basın.";"";"Klikni na tlačítko nahoře ""Hrát"". Vyber PvE, označ kampaň ""Tutoriál"", vyber baliček a zmáčkni ""Start"".";"Κλίκαρε το κουμπί «Παίξε» στην πάνω μπάρα πλοήγησης. Επίλεξε Πρόκληση, διάλεξε το σενάριο «Μάθημα», πάρε μια τράπουλα και πάτησε «Έναρξη».";"";"";"Faceți clic pe butonul din bara de navigare de sus etichetată „Joacă”. Selectați PvE, alegeți scenariul ""Tutorial"", alegeți o punte și apăsați ""Start"".";"Haga clic en el botón de la barra de navegación superior etiquetado ""Jugar"". Seleccione PvE, elija el escenario ""Tutorial"", elija un paquete y pulse ""Empezar"".";"Натисніть кнопку у верхній панелі навігації з написом «Грати». Оберіть ШІ, оберіть сценарій «Навчання», виберіть колоду і натисніть «Старт».";"";"";"點擊上方導航條的「遊玩」。選取 PvE，選擇「教程」的場景，選取一個牌組，然後點選「開始」。";"";"상단에서 '게임 시작' 버튼을 눌러 대전 메뉴를 열 수 있습니다. 그 다음, '튜토리얼'을 선택하고 '시작' 버튼을 누르세요.";"";""
"quest_description_TUTORIAL_CARD_MAX_LEVEL";"Bringe eine Karte auf Level 5";"Play a card to level 5";"Améliorez une carte jusqu'au niveau 5";"Jogar uma carta de nível 5";"Разыграть карту до 5 уровня";"Juega una carta a nivel 5";"Gioca una carta di livello 5";"";"Spela ett kort till nivå 5";"";"Graj kartą do osiągnięcia przez nią 5 poziomu";"Pelaa kortti 5-tasolle";"Jogue uma carta nível 5";"Bir kartı seviye 5'e getir";"";"Vylepši kartu na úroveň 5";"Ανέβασε μια κάρτα στο επίπεδο 5";"Használj egy legalább 5-ös szintű kártyát";"";"Joacă o carte până la nivelul 5";"Juega una tarjeta al nivel 5";"Розіграти карту до 5 рівня";"";"游玩一张卡牌到5级";"將一張卡片經由遊玩升級到等級 5";"";"경험치를 얻어서 카드 5레벨 달성";"";""
"quest_hint_TUTORIAL_CARD_MAX_LEVEL";"Für jedes Spiel das du abschließt erhalten alle Karten im gewählten Deck Erfahrungspunkte und können im Level aufsteigen.";"For every match you complete, all cards in your deck gain experience and level up.";"Pour chaque partie complétée, toutes les cartes dans votre deck gagnent de l'expérience et augmentent de niveau.";"Para cada partida que você completa, todas as cartas do seu baralho ganham experiência e aumentam de nível.";"За каждый завершенный матч все карты в вашей колоде получают опыт и повышаются в уровне.";"Por cada partida completada, todas las cartas de tu mazo ganan experiencia y suben de nivel.";"Per ogni partita che completi, tutte le tue carte guadagnano esperienza e salgono di livello.";"";"";"";"Za każdy zagrany mecz, wszystkie karty w twojej talii dostają doświadczenie i zwiększają poziom.";"Jokaisesta pelatusta ottelusta, kaikki pakassasi olevat kortit saavat kokemusta ja tasoja.";"Para cada partida que você completa, todas as cartas em seus deck ganham experiência e sobem de nível.";"Tamamladığınız her oyundan sonra, destenizdeki tüm kartlar tecrübe puanı ve seviye kazanır.";"";"Za každý dokončený zápas všechny karty v balíčku dostávají zkušenosti a další úrovně.";"Για κάθε ματς που ολοκληρώνεις, όλες οι κάρτες στην τράπουλά σου κερδίζουν εμπειρία και ανεβαίνουν επίπεδο.";"";"";"Pentru fiecare meci pe care îl finalizați, toate cărțile din puntea dvs. câștigă experiență și cresc nivelul.";"Por cada partida que completes, todas las tarjetas de tu paquete ganan experiencia y suben de nivel.";"За кожний завершений матч всі карти у вашій колоді отримують досвід і підвищуються в рівні.";"";"每完成一场游戏，所使用的牌组内所有的卡牌将会获得经验值并且升级。";"每當你完成一場對戰，你牌組內所有卡牌都會得到經驗值並升級。";"";"대전을 끝낼 때마다 모든 카드는 경험치를 얻습니다.";"";""
"quest_description_TUTORIAL_NAVIGATE_DECKBUILDER";"Öffne den Tab „Deckbuilder“";"Open the Deckbuilder";"Ouvrez le deckbuilder";"Abrir o Gerenciador de Baralhos";"Откройте Создателя колоды";"Abre el menu Creador de Mazos";"Apri il Costruttore di Mazzi";"";"";"";"Otwórz Edycję talii";"Mene pakanrakentajaan";"Abrir o Gerenciador de decks";"""Deste Kurucu"" sekmesini aç";"";"Otevři Editor Balíčků";"Άνοιξε τον Δημιουργό";"Nyisd meg a pakli építést";"";"Deschide Constructorul de Punte";"Constructor de Paquetes";"Відкрийте Творця колоди";"";"打开牌组组合器";"開啟牌組建立選單";"";"덱 관리창 열기";"";""
"quest_hint_TUTORIAL_NAVIGATE_DECKBUILDER";"Klicke oben im Menü auf „Deckbuilder“, um zur Deckbearbeitung zu gelangen.";"Click ""Deckbuilder"" at the top to edit your Decks!";"Cliquez sur ""Deckbuilder"" en haut pour modifier vos decks!";"Clique em ""Gerenciador de Baralhos"" para editar os seus Baralhos!";"Нажмите ""Создатель колод"" наверху, чтобы отредактировать ваши Колоды!";"¡Click en ""Creador de Mazos"" arriba para crear tus mazos!";"Clicca su ""Costruttone Mazzi"" in alto per modificare i tuoi Mazzi!";"";"";"";"Kliknij na ""Edycja talii"" na górze, aby edytować swoją talię!";"Klikkaa ""Pakanrakentaja"" ylhäältä muokataksesi pakkoja!";"Clique em ""Gerenciador de Decks"" para editar os seus Decks!";"Destelerinizi düzenlemek için en üstte bulunan ""Deste Kurucu"" sekmesine tıklayınız!";"";"Otevři ""Editor Balíčků"" nahoře pro úpravu Balíčků!";"Κλίκαρε το «Δημιουργός» στην κορυφή για να επεξεργαστείς τις Τράπουλές σου!";"";"";"Faceți clic pe „Constructor de punte” din partea de sus pentru a edita punțile dvs!";"¡Haz clic en ""Constructor de Paquetes"" en la parte superior para editar tus paquetes!";"Натисніть ""Створювач колод"" вгорі, щоб відредагувати ваші Колоди!";"";"";"點擊上方的「牌組建立」來編輯你的牌組！";"";"상단에서 '덱 관리'를 클릭해서 덱을 편집하세요!";"";""
"quest_description_TUTORIAL_DECK_ADD_CARD";"Füge eine Karte einem Deck hinzu";"Add a card to a deck";"Ajoutez une carte à un deck";"Adicionar carta ao deck";"Добавьте карту в колоду карт";"Añade una carta al mazo";"Aggiungi una carta al mazzo";"";"";"";"Dodaj kartę do talii";"Lisää kortti pakkaan";"Adicione uma carta ao deck";"Destene kart ekle";"";"Přidej kartu do balíčku";"Πρόσθεσε μια κάρτα σε μια τράπουλα";"Adj egy kártyát a paklidhoz";"";"Adăugați o carte pe o punte";"";"Додайте карту в колоду карт";"";"加入一张卡牌到牌组内";"增加一張卡牌至牌組";"";"덱에 카드 추가하기";"";""
"quest_hint_TUTORIAL_DECK_ADD_CARD";"Öffne ein Deck im Deckbuilder und füge ihr eine Karte aus deinem Kartenpool hinzu.";"Open one of your decks in the Deckbuilder and add any new card to it.";"Ouvrez un de vos decks dans le constructeur de deck et ajoutez-y une nouvelle carte.";"Abre um dos teus decks no Deckbuilder e adiciona uma carta nova.";"Откройте одну из своих колод в ""Создателе колод"" и добавьте к ней любую новую карту.";"Abre uno de tus mazos en el Creador de Mazos y añade cualquier carta.";"Apri uno dei tuoi mazzi nella Costruzione Mazzi e aggiungi una qualsiasi nuova carta ad esso.";"";"";"";"Otwórz jedną z talii w Edycji talii i dodaj do niej nową kartę.";"Avaa yksi pakoistasi pakanrakentajassa ja lisää mikä tahansa uusi kortti siihen.";"Abra um dos seus decks no gerenciador de decks e adicione uma nova carta a ele.";"Herhangi bir desteyi Deste Kurucu ile açıp yeni bir kart ekle.";"";"Otevři jeden ze svých balíčků v ""Editoru Balíčků"" a přidej novou kartu do něj.";"Άνοιξε μια απ' τις τράπουλές σου στο Δημιουργό Τράπουλας και πρόσθεσε οποιαδήποτε νέα κάρτα σ' αυτήν.";"";"";"Deschideți una dintre punțile dvs. în Constructor de punte și adăugați orice nou card in ea.";"";"Відкрийте одну зі своїх колод в ""Творця колод"" і додайте до неї будь-яку нову карту.";"";"";"在牌組建立中打開你的牌組並加入任一張新卡。";"";"덱 관리에서 덱을 열고 새 카드를 추가하세요.";"";""
"quest_description_TUTORIAL_CARD_ASCEND";"Lasse eine Karte aufsteigen";"Ascend a card";"Activez l'ascension d'une carte";"Evolua uma carta";"Повысьте карту";"Asciende un carta";"Potenzia una carta";"";"";"";"Wzmocnij kartę";"Ylennä kortti";"Ascenda uma carta";"Bir kart yükselt";"";"Povyš kartu";"Ανύψωσε μια κάρτα";"Emelj egy kártyát magasabb szintre";"";"Urcă o carte";"";"Підвищіть карту";"";"升阶一张卡牌";"昇華一張卡";"";"카드 승급하기";"";""
"quest_hint_TUTORIAL_CARD_ASCEND";"Klicke im Deckbuilder mit der rechten Maustaste auf eine Karte welche Level 5 ist. §quest_hint_mixin_ascension";"Click with the right mouse button on a level 5 card in the deckbuilder. §quest_hint_mixin_ascension";"Cliquez avec le bouton droit de la souris sur une carte de niveau 5 dans le constructeur de deck. §quest_hint_mixin_ascension";"Carrega com o lado direito do rato em uma carta de nivel 5 no deckbuilder. §quest_hint_mixin_ascension";"Нажмите правой кнопкой мыши на карту 5-го уровня в Создателе колоды. §quest_hint_mixin_ascension";"Click con el botón derecho del ratón en una carta de nivel 5 en el Creador de Mazos. §quest_hint_mixin_ascension";"Clicca con il tasto destro del mouse su una carta di livello 5 nella Costruzione Mazzi §quest_hint_mixin_ascension";"";"";"";"Kliknij prawym przyciskiem na kartę z 5 poziomem w Edytorze talii. §quest_hint_mixin_ascension";"Klikkaa oikealla hiiren painikkeella 5-tason korttia pakanrakentajassa. §quest_hint_mixin_ascension";"Clique com o botão direito do mouse em uma carta nível 5 no gerenciador de deck. §quest_hint_mixin_ascension";"Destekurucu'da seviye 5 olan bir karta farenin sağ tuşuyla tıklayın";"";"Klikni pravým tlačítkem myši na kartu s 5 úrovní. §quest_hint_mixin_ascension";"Κλίκαρε με το δεξί κουμπί του ποντικιού σε μια κάρτα επιπέδου 5 στο δημιουργό τράπουλας. §quest_hint_mixin_ascension";"";"";"Faceți clic cu butonul dreapta al mouse-ului pe o carte de nivel 5 din constructor de punte. §quest_hint_mixin_ascension";"";"Натисніть правою кнопкою миші на карту 5-го рівня в Творця колоди. §quest_hint_mixin_ascension";"";"";"在一張已升級至等級五的卡牌上點擊滑鼠右鍵。§quest_hint_mixin_ascension";"";"덱 관리에서 5레벨 카드를 우클릭하세요. §quest_hint_mixin_ascension";"";""
"quest_description_TUTORIAL_NAVIGATE_COLLECTION";"Öffne den Tab „§navbar_menu_collection“";"Open the tab ""§navbar_menu_collection""";"Ouvrez l'onglet ""§navbar_menu_collection""";"Abre a página ""§navbar_menu_collection""";"Откройте вкладку ""§navbar_menu_collection""";"Abre la pestaña ""§navbar_menu_collection""";"Apri la scheda ""§navbar_menu_collection""";"";"";"";"Otwórz kartę ""§navbar_menu_collection""";"Avaa ""§navbar_menu_collection""-välilehti";"Abra o menu ""§navbar_menu_collection""";"""§navbar_menu_collection"" sekmesini aç";"";"Otevři záložku ""§navbar_menu_collection""";"Άνοιξε την καρτέλα «§navbar_menu_collection »";"";"";"Open the tab ""§navbar_menu_collection""";"";"Відкрийте вкладку ""§navbar_menu_collection""";"";"";"打開頁標 ""§navbar_menu_collection""";"";"'§navbar_menu_collection' 메뉴 열기";"";""
"quest_hint_TUTORIAL_NAVIGATE_COLLECTION";"Klicke auf „Kartenhändler“ oben in der Menüleiste.";"Click ""Card Vendor"" in the top menu bar.";"Cliquez sur ""Vendeur de carte"" dans la liste de menu en haut.";"Carrega na ""Loja de Cartas"" no menu acima.";"Нажмите кнопку «Карты поставщиков» в верхней строке меню.";"Haga clic en ""Proveedor de tarjetas"" en la barra de menús superior.";"Clicca ""Venditore Di Carte"" nel menù in alto.";"";"";"";"Kliknij przycisk ""Karta dostawcy"" w górnym pasku menu.";"Valitse yläreunan valikko riviltä kortti toimittaja.";"Clique em ""Fornecedor de cartão"" na barra de menu superior.";"Üst menüden ""Kart Tüccarı"" sekmesini aç.";"";"Otevři ""Obchod s Kartami"" v horním menu.";"Κλίκαρε τον «Προμηθευτή» στην πάνω μπάρα μενού.";"";"";"Faceți clic pe „Furnizor de carduri” în bara de meniu de sus.";"";"Натисніть кнопку «Карти постачальників» у верхньому рядку меню.";"";"";"點擊上方導航條的「卡片商人」。";"";"상단 메뉴에서 '카드 상점' 클릭하기";"";""
"quest_description_TUTORIAL_CARD_UNLOCK";"Schalte eine Karte frei";"Unlock a card";"Déverrouillez une carte";"Debloqueia uma carta";"Разблокируйте карту";"Desbloquea una carta";"Sblocca una carta";"";"";"";"Odblokuj kartę";"Avaa kortti";"Desbloqueie uma carta";"Kartı aç";"";"Odemkni kartu";"Ξεκλείδωσε μια κάρτα";"Kártya feloldása";"";"Deblochează o carte";"";"Розблокуйте карту";"";"解锁一张卡牌";"解鎖一張卡牌";"";"카드 잠금 해제하기";"";""
"quest_hint_TUTORIAL_CARD_UNLOCK";"Du kannst neue Karten im Kartenhändler freischalten indem du ihre Freischaltquests abschließt. Du siehst den Fortschritt, indem du mit der Maus über die Karte gehst.";"You can unlock new cards from the Card Vendor by completing their unlock quests. Your progress can be seen by holding the mouse over the locked card.";"Vous pouvez déverrouiller de nouvelles cartes depuis le vendeur de cartes en complétant leurs quêtes de déverouillage. Votre progression peut être vue survolant votre souris sur la carte bloquée.";"Podes desbloquear novas cartas da Loja de Cartas após completar a sua missão de desbloqueio. O seu progresso pode ser visto ao clicar com o rato em cima da carta bloqueada.";"Вы можете разблокировать новые карты у Поставщика Карт, выполняя задания. Ваш прогресс можно увидеть удерживая указатель мыши над заблокированной картой.";"Puedes desbloquear nuevas tarjetas del vendedor de tarjetas completando sus misiones de desbloqueo. Tu progreso puede verse manteniendo el ratón sobre la tarjeta bloqueada.";"Puoi sbloccare nuove carte dal Venditore Di Carte completando le loro missioni. Puoi controllare i tuoi progressi tenendo il cursore del mouse sopra la carta bloccata.";"";"";"";"Możesz odblokować nowe karty od dostawcy karty przez ich misje unlock. Postępy widać trzymając kursor myszy nad zablokowaną kartę.";"Voit avata uusia kortteja kortin toimittajalta täyttämällä niiden lukituksen quests. Edistymistäsi voidaan nähdä pitämällä hiirtä lukitun kortin.";"Você pode desbloquear novas cartas do fornecedor do cartão, completando suas missões de desbloqueio. Seu progresso pode ser visto segurando o mouse sobre o cartão bloqueado.";"Kart Tüccarı sekmesinden dükkan görevlerini tamamlayarak yeni kartların kilidini açabilirsin. Fareyi kilitli kartın üzerine getirerek ilerlemene bakabilirsin.";"";"Novou kartu odemkneš u Obchodníka s kartami dokončením jejich úkolů. Postup můžeš ověřit kliknutím na náhled karty.";"Μπορείς να ξεκλειδώσεις νέες κάρτες από τον Προμηθευτή ολοκληρώνοντας τις αποστολές ξεκλειδώματός τους. Μπορείς να δεις την πρόοδό σου κρατώντας το ποντίκι πάνω από την κλειδωμένη κάρτα.";"";"";"Puteți debloca carduri noi de la vânzătorul de carduri completând misiunile de deblocare ale acestora. Progresul tău se poate observa ținând mouse-ul peste cardul blocat.";"";"Ви можете розблокувати нові карти у Постачальника Карт, виконуючи завдання. Ваш прогрес можна побачити утримуючи курсор миші над заблокованою картою.";"";"";"您可以由卡片商人處完成相應任務來解鎖新的卡牌。將滑鼠指標移動到被鎖定的卡牌上即可看到您的解鎖進度。";"";"카드의 잠금 해제 퀘스트를 완료하면 카드 상인한테 새 카드를 구매할 수 있습니다. 잠긴 카드 위에 마우스를 올려놓으면 퀘스트의 진행 상황을 볼 수 있습니다.";"";""
"quest_description_TUTORIAL_NAVIGATE_SHOP";"Öffne den Tab „Shop“";"Open the Shop";"Ouvrez la boutique";"Abra a Loja";"Откройте магазин";"Abre la tienda";"Apri il Negozio";"";"Öppna affären";"";"Otwórz sklep";"Avaa kauppa";"Abra a Loja";"Dükkan'ı aç";"";"Otevři Obchod";"Άνοιξε το Κατάστημα";"Látogasd meg a boltot!";"";"Deschide Magazinul";"";"Відкрийте магазин";"";"打开商店";"開啓商店頁面";"";"상점 열기";"";""
