"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"server_down_title";"Rise of Legions ist momentan <span class=""red"">offline</span>";"Rise of Legions is currently <span class=""red"">offline</span>";"Rise of Legions est actuellement <span class=""red"">hors ligne</span>>";"De momento Rise of Legions está <span class=""red"">offline</span>";"Rise of Legions в настоящее время <span class=""red"">оффлайн</span>";"Rise of Legions esta <span class=""red"">fuera de servicio</span>";"Rise of Legions è al momento <span class=""red"">non in linea</span>";"";"";"Rise of Legions is op dit moment <span class=""red"">offline</span>";"Rise of Legions jest <span class=""red"">offline</span>";"Rise of Legionsin palvelimet ovat tällä hetkellä <span class=""red"">alhaalla</span>";"Rise of Legions está atualmente <span class=""red"">offline</span>";"Rise of Legions şuanda <span class=""red"">çevrimdışı</span>";"";"Rise of Legions je v tento moment <span class=""red"">offline</span>";"Το Rise of Legions είναι προσωρινά <span class=""red"">εκτός σύνδεσης</span>";"";"";"Rise of Legions este în prezent <span class=""red"">offline</span>";"";"Rise of Legions в даний час <span class=""red"">оффлайн</span>";"";"";"Rise of Legions 目前為 <span class=""red"">離線</span> 狀態";"";"Rise of Legions은 현재 <span class=""red"">오프라인</span>입니다.";"";""
"server_down_text";"Konnte nicht zum Server verbinden. Bitte versuche es später erneut. Tritt unserem Discord-Channel bei, um die aktuellen Neuigkeiten zu erhalten!";"Cannot connect to server. Please try again later. Join us on Discord for the latest updates.";"Impossible de se connecter au serveur. Veuillez réessayer plus tard s'il vous plaît. Rejoignez-nous sur Discord pour les informations les plus à jours.";"Não é possível conectar com o servidor. Por favor tenta mais tarde. Junta-te a nós no nosso Discord para obteres as últimas atualizações.";"Невозможно установить связь с сервером. Пожалуйста, попробуйте позже. Присоединяйтесь к нам на Discord для последних обновлений.";"No se puede conectar con el servidor. Por favor inténtalo más tarde, Únete a nuestro discord para los últimos cambios.";"Impossibile connettersi al server. Per favore riprova più tardi. Unisciti al nostro Discord per gli ultimi aggiornamenti.";"";"";"";"Nie można połączyć z serwerem. Proszę spróbować później. Dołącz do naszego serwera Discord po najnowsze wieści.";"Ei yhteyttä palvelimeen. Yritä myöhemmin uudelleen. Liity Discord-palvelimellemme pysyäksesi ajan tasalla.";"Não pôde conectar ao server. Por favor, tente novamente depois. Participe do nosso Discord para saber das últimas atualizações.";"Sunucuya bağlanamıyor. Lütfen daha sonra tekrar deneyiniz. Discord sunucumuza katılarak son güncellemelerden anında haberdar olabilirsiniz.";"";"Nelze se připojit k serveru. Buď té lásky a zkus to znovu později. Připoj se na Discord pro nejnovější informace.";"Αδυναμία σύνδεσης με το διακομιστή. Παρακαλούμε δοκίμασε ξανά αργότερα. Έλα μαζί μας στο Discord για τις τελαυταίες ενημερώσεις.";"Nem lehet csatlakozni a szerverhez, kérjük, próbálja meg újra később. Csatlakozzon hozzánk a Discord-on a legújabb frissítésekért.";"";"Nu se poate conecta la server. Vă rugăm să încercați din nou mai târziu. Alăturați-vă cu noi pe Discord pentru cele mai recente actualizări.";"";"Неможливо встановити зв'язок з сервером. Будь ласка, спробуйте пізніше. Приєднуйтесь до нас на Discord для останніх оновлень.";"";"";"無法連線至伺服器。請稍候重試。歡迎加入我們的 Discord 頻道來得到最新訊息。";"";"서버와 연결할 수 없습니다. 나중에 다시 시도해주세요. 디스코드에서 최신 업데이트를 확인할 수 있습니다.";"";""
"filter_empty_text";"Es konnten mit den aktuellen Filtereinstellungen keine Karten gefunden werden.";"No cards have been found with the current filter settings.";"Aucune carte n'a été trouvée avec les paramètres de filtrage actuels.";"Não foram encontradas cartas com os filtros atuais.";"Карты с текущими настройками фильтра не найдены.";"No se han encontrado cartas con el filtro.";"Nessuna carta è stata trovata con questi filtri.";"";"Inga kort har funnits med filtret.";"Geen kaarten gevonden met de huidige filter instellingen.";"Żadne karty nie zostały znalezione z obecnymi ustawieniami filtru.";"Kortteja ei löytynyt nykyisellä suodatuksella.";"Nenhuma carta foi encontrada de acordo com os filtros selecionados.";"Şuan ki filtreleme seçeneklerinize uyan bir kart bulunamadı.";"";"Žádné karty nevyhovují aktuálnímu filtru.";"Δε βρέθηκαν κάρτες με τις τρέχουσες ρυθμίσεις φίλτρων.";"A jelenlegi szűrési beállítások alapján nincsenek kártyák.";"";"Nu au fost găsite carduri cu setările actuale ale filtrului.";"";"Карти з поточними параметрами фільтра не знайдені.";"";"";"以目前篩選條件，無法找到符合的卡牌。";"";"현재 설정으로 검색된 카드가 없습니다.";"";""
"filter_reset";"Zurücksetzen";"Reset";"Réinitialiser";"Repor";"Сбросить";"Reinicar";"Reset";"";"";"Reset";"Reset";"Nollaa";"Resetar";"Sıfırla";"";"Reset";"Επανάφερε";"Visszaállítás";"";"Resetare";"";"Скинути";"";"";"重設";"";"초기화";"";""
"misc_players_online";"%d Spieler online";"%d players online";"%d Joueurs en ligne";"%d jogadores online";"%d игроков онлайн";"%d Jugadores conectados";"%d giocatori in linea";"";"%d spelare online";"%d spelers online";"%d graczy online";"%d pelaajaa paikalla";"%d jogadores online";"%d oyuncu çevrimiçi";"";"%d hráčů online";"%d συνδεδεμένοι παίκτες";"";"";"%d jucători conectați";"";"%d гравців онлайн";"";"";"%d 玩家在線";"";"접속 중인 플레이어: %d명";"";""
"server_maintenance_title";"Serverwartung";"Server Maintenance";"Serveur en maintenance";"Servidor em Manutenção";"Обслуживание сервера";"Servidor en mantenimiento";"Server in Manutenzione";"";"";"";"Utrzymanie serwerów";"Palvelimen huoltokatko";"Servidor em Manutenção";"Sunucu Bakımı";"";"Údržba Serveru";"Συντήρηση Διακομιστή";"Szerver karbantartása";"";"Întreținere Server";"";"Технічні роботи на сервері";"";"";"伺服器維護";"";"서버 점검 중";"";""
"server_maintenance_text";"Die Server werden momentan gewartet. Sie werden bald zurück sein!";"The server are in maintenance at the moment. They will be back soon!";"Les serveurs sont actuellement en maintenance. Ils seront bientôt de retour!";"De momento o servidor encontra-se em manutenção. Voltamos em breve!";"На данный момент сервер находится в техническом обслуживании. Они скоро вернутся!";"El servidor se encuentra en mantenimiento. ¡Volveremos pronto!";"I server sono al momento in manutenzione. Torneranno presto!";"";"";"";"Serwer jest aktualnie w trakcie konserwacji. Niedługo wrócą!";"Palvelin on huoltokatkolla tällä hetkellä. Palaamme pian!";"O servidor está em manutenção no momento. Logo estaremos de volta!";"Sunucu şuanda bakımda. En kısa sürede geri döneceğiz!";"";"Probíhá údržba na serveru. Brzy jsme zpět!";"Ο διακομιστής συντηρείται αυτήν τη στιγμή. Θα επιστρέψουν σύντομα!";"A szerverek jelenleg karbantartás alatt vannak. Hamarosan visszatérnek!";"";"Serverul este în întreținere în acest moment. Revenim în curând!";"";"На даний момент сервер знаходиться на технічному обслуговуванні. Вони скоро повернуться!";"";"";"遊戲伺服器目前維護中。我們會儘快讓它們上線！";"";"현재 서버 점검 중입니다. 금방 다시 돌아오겠습니다!";"";""
"server_timer_text";"Geschätzte verbleibende Dauer:";"Estimated remaining time:";"Estimation du temps restant:";"Tempo restante estimado:";"Расчетное оставшееся время:";"Tiempo estimado:";"Tempo rimasto stimato:";"";"";"";"Szacowany pozostały czas:";"Arvioitu odotusaika:";"Tempo estimado restando:";"Tahmini bekleme süresi:";"";"Odhadovaný zbývající čas:";"Εκτιμώμενος εναπομένων χρόνος:";"Becsült hátralévő idő:";"";"Timpul estimat de așteptare:";"";"Час очікування:";"";"";"預估剩餘時間：";"";"예상 대기 시간:";"";""
"server_maintenance_queue_lock";"Wegen der kommenden Wartung sind alle Warteschlangen deaktiviert.";"Due to the upcoming maintenance all queues are disabled.";"En raison de la maintenance à venir, toutes les files d'attente sont désactivées.";"";"В связи с предстоящим обслуживанием все очереди отключены.";"Debido al siguiente mantenimiento, se han desactivado todas las colas.";"A causa di una manutenzione incombente, tutte le code di ricerca sono disabilitate.";"";"";"";"Z powodu zbliżającej się konserwacji wszystkie kolejki są wyłączone.";"Tulevan huoltokatkon takia, kaikki jonot ovat pois käytöstä.";"Devido a manutenção, todos os jogos foram desabilitados.";"Sunucu bakımı dolayısı ile tüm görevler devre dışı.";"";"Z důvodu blížící se údržby jsou všechny fronty deaktivovány.";"Λόγω της επερχόμενης συντήρησης όλες οι ουρές αναμονής είναι απενεργοποιημένες.";"";"";"Datorită întreținerii viitoare, toate căutările sunt dezactivate.";"";"У зв'язку з майбутнім обслуговуванням всі черги відключені.";"";"";"因為已安排即將進行維護，所有的等候序列都已經暫時停用。";"";"곧 있을 서버 점검으로 인해 모든 대기열은 비활성화되었습니다.";"";""
"server_maintenance_preparation";"Die Server werden bald gewartet und werden deswegen runtergefahren in:";"There is a maintenance scheduled. The servers are getting shut down in:";"Une maintenance est prévue. Les serveurs seront hors ligne dans:";"";"Есть запланированное техническое обслуживание. Серверы закрываются в:";"Hay un mantenimiento programado. Los servidores se cerraran en:";"C'è una manutenzione programmata. Tutti i server si spegneranno in:";"";"";"";"Planowana jest konserwacja. Serwery są zamykane w:";"Huoltokatko lähenee. Palvelimet viedään alas:";"Há uma manutenção programada. Os servidores serão desligados em:";"Planlanmış bir sunucu bakımı var. Sunucuların kapanması için kalan süre:";"";"Je plánována údržba. Vypnutí serverů za:";"Προγραμματίζεται να γίνει συντήρηση. Οι διακομιστές θα κλείσουν σε:";"";"";"Există o întreținere programată. Serverele se vor inchide în:";"";"Є заплановане технічне обслуговування. Сервери закриваються о:";"";"";"已有預先安排的維護。伺服器將被關閉，尚有：";"";"예약된 서버 점검이 있습니다. 다음 시간 후에 서버가 종료됩니다:";"";""
"login_queue_caption";"Warteschlange";"Server Login Queue";"File d'attente de connexion au serveur";"";"Очередь входа";"Cola de inicio de sesión del servidor";"Coda di Accesso al Server";"";"";"";"Kolejka logowania";"Palvelimen kirjautumisjono";"Fila de Login do Servidor";"Bağlantı Sırası";"";"Fronta na přihlášení";"Αναμονή Σύνδεσης σε Διακομιστή";"";"";"În Coadă De Conectare La Server";"";"Черга входу";"";"";"伺服器登入序列";"";"서버 로그인 대기열";"";""
"login_queue_text";"Die Server sind momentan überlastet. Bitte habe Geduld...";"The servers are overloaded at the moment. Please be patient...";"Les serveurs sont surchargés en ce moment. Veuillez patientez s'il vous plaît...";"";"В ожидании свободного слота...";"Los servidores están sobrecargados en este momento. Por favor, tenga paciencia...";"I server sono momentaneamente pieni. Attendi per favore...";"";"";"";"Czekam na darmowy automat...";"Olethan kärsivällinen...";"Por favor, seja paciente...";"Sunucular şuanda çok yoğun. Lütfen sabırlı olunuz...";"";"V tuto chvíli je server přetížen. Prosíme o strpení…";"Οι διακομιστές είναι αυτήν τη στιγμή παραφορτωμένοι. Κάνε λιγάκι υπομονή...";"";"";"Serverul este încet în acest moment. Vă rugăm să aveți răbdare...";"";"На даний момент сервери перевантажені. Будь ласка, зачекайте...";"";"";"煩請稍候，伺服器目前暫時的負荷過重...";"";"서버에 플레이어가 너무 많습니다. 조금만 기다려주세요...";"";""
"login_queue_position_text";"Position:";"Position in Queue:";"Position dans la file:";"Posição na fila de espera:";"Позиция:";"Posición en cola:";"Posizione in coda:";"";"";"";"Pozycja:";"Sijaintisi jonossa:";"Posição na Fila:";"Sıranız:";"";"Pořadí ve Frontě:";"Θέση στην Αναμονή:";"";"";"Poziția în coada de așteptare:";"";"Позиція:";"";"";"等候序列位置：";"";"대기 번호:";"";""
"feedback_sent_caption";"Feedback abgeschickt!";"Feedback sent!";"Commentaires envoyés!";"Opinião enviada!";"Отзыв отправлен!";"¡Valoración enviada!";"Feedback inviato!";"";"";"";"Informacja zwrotna wysłana!";"Palaute lähetetty!";"Feedback enviado!";"Geri bildirim gönderildi!";"";"Návrh odeslán!";"Τα σχόλια στάλθηκαν!";"Visszajelzés elküldve!";"";"Părerea trimisă!";"";"Відгук надіслано!";"";"";"您的意見已送出！";"";"피드백을 보냈습니다!";"";""
"feedback_sent_text";"Vielen Dank für dein Feedback!";"Thank you for your feedback!";"Merci pour vos commentaires!";"Obrigado pela tua opinião!";"Спасибо за ваш отзыв!";"¡Gracias por tus valoraciones!";"Grazie per il tuo feedback!";"";"";"";"Dziękujemy za twoją opinię!";"Kiitos palautteestasi!";"Obrigado pelo seu feedback!";"Geri bildiriminiz için teşekkürler!";"";"Děkujeme za vaši odezvu!";"Ευχαριστούμε για τα σχόλιά σου!";"";"";"Vă mulțumim pentru recenzia dvs!";"";"Дякую за ваш відгук!";"";"";"感謝您回饋的意見 ！";"";"피드백을 주셔서 감사합니다!";"";""
"feedback_sent_confirm";"Gern geschehen!";"You're welcome!";"Avec plaisir!";"De nada!";"Пожалуйста!";"¡De nada!";"Prego!";"";"";"";"Nie ma za co!";"Eipä kestä!";"Você é sempre bem-vindo!";"Rica ederim!";"";"Je mně potěšením!";"Δεν κάνει τίποτε!";"";"";"Ești binevenit!";"";"Ласкаво просимо!";"";"";"不用客氣！";"";"천만에요!";"";""
"exit_dialog_close_btn_caption";"Beenden";"Quit";"Quitter";"Sair";"Выйти";"Salir";"Chiudi";"";"";"";"Wyjdź";"Lopeta";"Sair";"Çıkış";"";"Zavřít";"Κλείσιμο";"Kilépés";"";"Ieşire";"";"Вийти";"";"";"離開";"";"종료";"";""
"main_menu_loading_opener";"Seit nunmehr 4 Jahren ist dieses Spiel ein wahres Leidenschaftsprojekt für unser kleines Drei-Mann-Team.\n\nBitte habe Geduld, wir arbeiten stets daran das Spiel zu verbessern.\n\nViel Spaß!";"Over 4 years and counting, this game is a real passion project for our small team of three.\n\nPlease be patient, we're working on improving the game each and every week.\n\nEnjoy!";"Depuis plus de 4 ans, ce jeu est un vrai projet passionnant pour notre petite équipe de trois personnes.\n\nS'il vous plaît soyez patient, nous travaillons à améliorer le jeu à chaque semaine.\n\nAmusez-vous bien!";"";"Уже более 4 лет эта игра - является настоящим проектом страсти для нашей маленькой команды из 3 человек.\n\nПожалуйста, будьте терпеливы, мы работаем над улучшением игры каждую неделю.\n\n Наслаждайтесь!";"Después de más de 4 años, este es un juego apasionado para nuestro equipo de tres personas.\n\nPor favor, sea paciente, estamos trabajando para mejorar el juego cada semana. \n\n¡Disfruta!";"Da oltre 4 anni, il nostro piccolo team di tre persone si impegna con passione nella realizzazione di questo gioco.\n\nPer favore siate pazienti, stiamo lavorando per migliorarlo ogni settimana!\n\nDivertitevi!";"";"";"";"Ponad 4 lata i więcej przed nami, ta gra jest projektem stworzonym z pasją naszej małej grupy 3 osób.\n\nBądźcie cierpliwi, pracujemy każdego tygodnia by ulepszyć naszą grę.\n\nMiłej zabawy!";"Yli 4 vuotta ja loppua ei näy. Pelin kehittämisestä on tullut todellinen intohimo kolmen hengen tiimillemme.\n\nOlethan kärsivällinen, työskentelemme ahkerasti parantaaksemme peliä viikko toisensa jälkeen.\n\nPidä hauskaa!";"Mais de 4 anos e contando, este jogo é um verdadeiro projeto de paixão para nossa pequena equipe de três pessoas.\n\nPor favor, seja paciente, estamos trabalhando para melhorar o jogo todas as semanas.\n\nDesfrute!";"4 yıldan daha uzun süredir bu oyun üstünde uğraşıyoruz, 3 kişilik küçük bir ekibin uğraştığı bu oyun bizim için gerçek bir tutku.\n\nLütfen sabırlı olun, oyunu geliştirmek için her hafta büyük bir çaba harcıyoruz.\n\nİyi eğlenceler!";"";"Přes 4 roky a déle, tato hra je opravdovým potěšením pro náš malý tým tří.\n\nProsíme o strpení, pracujeme na vylepšení hry každý týden.\n\nBav se!";"Μετρούμε πάνω από 4 χρόνια και το παιχνίδι είναι πραγματικό πάθος για τη μικρή μας ομάδα των τριών.\n\nΚάνε λιγάκι υπομονή, δουλεύουμε για να βελτιώσουμε το παιχνίδι κάθε βδομάδα\n\nΑπόλαυσέ το!";"";"";"Peste 4 ani și în continuare, acest joc este un adevărat proiect de pasiune pentru mica noastră echipă de trei.\n\nVă rugăm să aveți răbdare, lucrăm la îmbunătățirea jocului în fiecare săptămână.\n\nDistrați-vă!";"";"Уже понад 4 роки ця гра - є справжнім проектом пристрасті для нашої маленької команди з 3 чоловік.\n\nБудь ласка, будьте терплячі, ми працюємо над поліпшенням гри щотижня.\n\nНасолоджуйтесь!";"";"";"過去四年多來，這遊戲是我們三個人組成的小隊伍的真正熱情專案。\n\n請給我們一點耐心，我們每週都會努力來改進這遊戲。\n\n希望你享受此遊戲！";"";"이 게임은 4년이 넘는 세월 동안, 3명으로 구성된 작은 팀이 정말 열정적으로 개발하고 있습니다.\n\n매주 개선을 위해 노력하고 있으니 조금만 기다려주세요.\n\n그럼 재미있게 즐겨주세요!";"";""
"gui_card_ordering_focreated";"Erhalten am";"Received";"Reçu";"Recebidas";"Принято";"Recibido";"Ottenimento";"";"";"";"Odebrane";"Vastaanotettu";"Recebido(a)";"Alındı";"";"Přijato";"Αποκτημένες";"";"";"Primite";"";"Отримано";"";"";"已接收";"";"획득량";"";""
"player_level_up_overview_caption";"Level-Up Belohnungen";"Level Up Rewards";"Récompenses d'augmentation de niveau";"Recompensas de Subida de Nível";"Награда за повышение уровня";"Recompensas de subir de nivel";"Ricompense Avanzamento di Livello";"";"";"";"Nagrody za wyższy poziom sezonu 1";"Taso ylöspäin palkkiot Season 1";"Recompensas Level Up Season 1";"Seviye Yükselme Ödülleri";"";"Odměny za Postup";"Ανταμοιβές Νέου Επιπέδου";"Szintlépési jutalmak";"";"Recompense de nivel superior";"";"Нагороди за підвищення рівня";"";"";"升級獎勵";"";"레벨 업 보상";"";""
"leaderboards_top_list_caption";"Bestplatzierte Spieler";"Top Players";"Meilleurs joueurs";"Melhores Jogadores";"Лучшие игроки";"Mejores jugadores";"Giocatori Migliori";"";"";"";"Najlepsi gracze";"Parhaat pelaajat";"Melhores Jogadores";"En İyi Oyuncular";"Топ играчи";"Top Hráči";"Κορυφαίοι Παίκτες";"Legjobb játékosok";"";"Jucătorii de top";"";"Найкращі гравці";"";"";"排行榜";"";"상위 플레이어";"";""
"leaderboards_player_list_caption";"Deine aktuelle Platzierung";"Your Current Placement";"Votre placement actuel";"A tua Posição Atual ";"Ваше текущее размещение";"Su ubicación actual";"Il tuo Piazzamento Attuale";"";"";"";"Twoje obecne miejsce";"Nykyinen sijoittelu";"Seu posicionamento atual";"Şuanki Konumun";"";"Tvé aktuální umístění";"Η Τωρινή Τοποθέτησή σου";"Jelenlegi helyezésed";"";"Poziția Dvs. Actuală";"";"Ваше поточне розташування";"";"";"您的目前排名";"";"현재 배치";"";""
"leaderboards_list_name_column_caption";"Name";"Name";"Nom";"Nome";"Имя";"Nombre";"Nome";"";"";"";"Imię";"Nimi";"Nome";"İsim";"Име";"Jméno";"Όνομα";"Név";"";"Nume";"";"Ім’я";"";"";"名稱";"";"이름";"";""
"leaderboards_list_points_column_caption";"Punkte";"Points";"Points";"Pontos";"Очки";"Puntos";"Punti";"";"";"";"Punkty";"Pistettä";"Pontos";"Puan";"Точки";"Body";"Πόντοι";"Pontszám";"";"Puncte";"";"Очки";"";"";"點數";"";"점수";"";""
"gui_player_level_up_click_hint";"Klicke um die Belohnungen anzuschauen!";"Click to preview Rewards!";"Cliquez pour voir un aperçu des récompenses!";"Clica para pré-visualizares as Recompensas!";"Нажмите для просмотра награды!";"Haga clic para obtener una vista previa de recompensas!";"Clicca qui per vedere l'anteprima delle Ricompense!";"";"";"";"Naciśnij, by sprawdzić nagrody!";"Klikkaa esikatsella palkintoja!";"Clique para visualizar as recompensas!";"Ödülleri görüntülemek için tıkla!";"";"Klikni pro náhled Odměn!";"Κλίκαρε για να δεις τις Ανταμοιβές!";"Kattints a jutalmak előnézetéért!";"";"Faceți clic pentru a previzualiza Recompensele!";"";"Натисніть для перегляду нагород!";"";"";"點擊來察看有哪些獎勵！";"";"보상을 더 자세히 보려면 클릭하세요!";"";""
"gui_player_level_up_show_overview";"Übersicht";"More Rewards";"Plus de récompenses";"Mais Recompensas";"Остальные награды";"Más recompensas";"Altre Ricompense";"";"";"";"Więcej Nagród";"";"Conferir Recompensas";"Daha Fazla Ödül";"Още награди";"Více Odměn";"Περισσότερες Ανταμοιβές";"Több jutalom";"";"Mai Multe Recompense";"";"Інші нагороди";"";"";"更多獎勵";"";"더 많은 보상";"";""
"month_1";"Januar";"January";"Janvier";"Janeiro";"Январь";"Enero";"Gennaio";"";"";"";"Styczeń";"";"Janeiro";"Ocak";"Януари";"Leden";"Ιανουάριος";"Január";"";"Ianuarie";"";"Січень";"";"";"一月";"";"1월";"";""
"month_2";"Februar";"February";"Février";"Fevereiro";"Февраль";"Febrero";"Febbraio";"";"";"";"Luty";"";"Fevereiro";"Şubat";"Февруари";"Únor";"Φεβρουάριος";"Február";"";"Februarie";"";"Лютий";"";"";"二月";"";"2월";"";""
"month_3";"März";"March";"Mars";"Março";"Март";"Marzo";"Marzo";"";"";"";"Marzec";"";"Março";"Mart";"Март";"Březen";"Μάρτιος";"Március";"";"Martie";"";"Березень";"";"";"三月";"";"3월";"";""
"month_4";"April";"April";"Avril";"Abril";"Апрель";"Abril";"Aprile";"";"";"";"Kwiecień";"";"Abril";"Nisan";"Април";"Duben";"Απρίλιος";"Április";"";"Aprilie";"";"Квітень";"";"";"四月";"";"4월";"";""
"month_5";"Mai";"May";"Mai";"Maio";"Май";"Mayo";"Maggio";"";"";"";"Maj";"";"Maio";"Mayıs";"Май";"Květen";"Μάιος";"Május";"";"Mai";"";"Травень";"";"";"五月";"";"5월";"";""
"month_6";"Juni";"June";"Juin";"Junho";"Июнь";"Junio";"Giugno";"";"";"";"Czerwiec";"";"Junho";"Haziran";"Юни";"Červen";"Ιούνιος";"Június";"";"Iunie";"";"Червень";"";"";"六月";"";"6월";"";""
"month_7";"Juli";"July";"Juillet";"Julho";"Июль";"Julio";"Luglio";"";"";"";"Lipiec";"";"Júlio";"Temmuz";"Юли";"Červenec";"Ιούλιος";"Július";"";"Iulie";"";"Липень";"";"";"七月";"";"7월";"";""
"month_8";"August";"August";"Août";"Agosto";"Август";"Agosto";"Agosto";"";"";"";"Sierpień";"";"Agosto";"Ağustos";"Август";"Srpen";"Αύγουστος";"Augusztus";"";"August";"";"Серпень";"";"";"八月";"";"8월";"";""
"month_9";"September";"September";"Septembre";"Setembro";"Сентябрь";"Septiembre";"Settembre";"";"";"";"Wrzesień";"";"Setembro";"Eylül";"Септември";"Září";"Σεπτέμβριος";"Szeptember";"";"Septembrie";"";"Вересень";"";"";"九月";"";"9월";"";""
"month_10";"Oktober";"October";"Octobre";"Outubro";"Октябрь";"Octubre";"Ottobre";"";"";"";"Październik";"";"Outubro";"Ekim";"Октомври";"Říjen";"Οκτώβριος";"Október";"";"Octombrie";"";"Жовтень";"";"";"十月";"";"10월";"";""
"month_11";"November";"November";"Novembre";"Novembro";"Ноябрь";"Noviembre";"Novembre";"";"";"";"Listopad";"";"Novembro";"Kasım";"Ноември";"Listopad";"Νοέμβριος";"November";"";"Noiembrie";"";"Листопад";"";"";"十一月";"";"11월";"";""
"month_12";"Dezember";"December";"Décembre";"Dezembro";"Декабрь";"Diciembre";"Dicembre";"";"";"";"Grudzień";"";"Dezembro";"Aralık";"Декември";"Prosinec";"Δεκέμβριος";"December";"";"Decembrie";"";"Грудень";"";"";"十二月";"";"12월";"";""
"leaderboards_list_time_column_caption";"Zeit";"Time";"Temps";"Tempo";"Время";"Hora";"Tempo";"";"";"";"Czas";"";"Tempo";"Saat";"Време";"Čas";"Ώρα";"Idő";"";"Ora";"";"Час";"";"";"時間";"";"시간";"";""
"feature_level_requirement";"Um diese Funktion nutzen zu können, musst du Level <span class=""level"">%d</span> erreichen. Bestreite mehr Spiele um aufzuleveln!";"This unlocks at level <span class=""level"">%d</span>. Play more games to level up!";"Déverouillez ceci au niveau <span class=""level"">%d</span>. Jouez plus de parties pour augmenter de niveau!";"Isto desbloqueia no nível <span class=""level"">%d</span>. Jogua mais jogos para subir de nível!";"Будет открыто на уровне <span class=""level"">%d</span>. Играйте больше для повышения уровня!";"Esto se desbloquea en el nivel <span class=""level"">%d</span>. ¡Juega más partidas para subir de nivel!";"Questo si sblocca al livello <span class=""level"">%d</span>. Gioca più partite per salire di livello!";"";"";"";"Oblokowuje się na <span class=""level"">%d</span> poziomie. Rozegraj więcej gier, by zwiększyć swój poziom!";"";"Isto se desbloqueia no nível <span class=""level"">%d</span>. Jogue mais para aumentar o seu!";"Bu <span class=""level"">%d</span>. seviyede açılacak. Seviye atlamak için daha fazla oyun oyna!";"Това се отключва на ниво<span class=""level"">%d</span>. Играй още, за да вдигаш нива!";"Toto bude odemknuto na úrovni <span class=""level"">%d</span>. Odehrej více her pro navýšení úrovně!";"Αυτό ξεκλειδώνεται στο επίπεδο <span class=""level"">%d</span>. Παίζε περισσότερα παιχνίδια για να ανεβείς επίπεδα!";"";"";"Aceasta se deblochează la nivelul <span class=""level"">%d</span>. Joacă mai multe jocuri pentru a vă ridica nivelul!";"";"Буде відкрито на рівні <span class=""level"">%d</span>. Грайте більше для підвищення рівня!";"";"";"此項將在等級 <span class=""level"">%d</span> 後解鎖。多玩點遊戲升級！";"";"<span class=""level"">%d</span> 레벨에 잠금 해제됩니다. 더 많은 게임을 해서 레벨 업하세요!";"";""
"mode_league_unlock_requirement";"Gewinne die <span class=""league-%0:d"">§league_%0:d</span> Stufe um diesen Schwierigkeitsgrad freizuschalten!";"You need to beat the <span class=""league-%0:d"">§league_%0:d</span> tier to unlock this difficulty!";"Vous devez vaincre le palier <span class=""league-%0:d"">§league_%0:d</span> pour déverrouiller cette difficulté!";"Tens de vencer a categoria <span class=""league-%0:d"">§league_%0:d</span> para desbloqueares esta dificuldade!";"Вы должны побить <span class=""league-%0:d"">§league_%0:d</span> уровень для открытия этой сложности!";"¡Necesitas vencer al nivel de <span class=""league-%0:d"">§league_%0:d</span> para desbloquear esta dificultad!";"Devi battere la lega <span class=""league-%0:d"">§league_%0:d</span> per sbloccare questa difficoltà!";"";"";"";"Musisz pokonać <span class=""league-%0:d"">§league_%0:d</span> poziom, by odblokować ten poziom trudności!";"";"Você precisa superar o elo <span class=""league-%0:d"">§league_%0:d</span> para desbloquear essa dificuldade!";"Bu aşamayı açabilmek için <span class=""league-%0:d"">§league_%0:d</span> aşamasını tamamlamalısın!";"";"Musíš porazit <span class=""league-%0:d"">§league_%0:d</span> třídu pro odemknutí této obtížnosti!";"Πρέπει να νικήσεις τη βαθμίδα <span class=""league-%0:d"">§league_%0:d</span> για να ξεκλειδώσεις αυτήν τη δυσκολία!";"";"";"Trebuie să bateți <span class=""league-%0:d"">§league_%0:d</span>nivel pentru a debloca această dificultate!";"";"Ви повинні побити <span class=""league-%0:d"">§league_%0:d</span> рівень для відкриття цієї складності!";"";"";"您需要先打贏 <span class=""league-%0:d"">§league_%0:d</span> 階級才能解鎖此難易度！";"";"해당 난이도를 잠금 해제하기 위해서는 <span class=""league-%0:d"">§league_%0:d</span> 티어를 이겨야 합니다.";"";""
"reconnect_force_broker_fallback_checkbox";"Aktiviere die langsamere aber stabilere Verbindung";"Activate slower but more stable connection";"Activez une connection moins rapide mais plus stable";"Activar uma conexão mais lenta mas mais estável";"Активировать более медленное, но стабильное соединение";"Activa conexión más lenta pero más estable";"Attiva una connessione più lenta ma più stabile";"";"";"";"Aktywuj wolniejsze, ale stabilniejsze połączenie";"";"Ativa uma conexão mais lenta, porém mais estável";"Yavaş ama dengeli bağlantıyı aktifleştir";"";"Aktivuje pomalejší, ale více stabilní připojení";"Ενεργοποίησε πιο αργή, αλλά σταθερότερη σύνδεση";"Lassabb, de stabilabb kapcsolat használata";"";"Activați conexiunea mai lentă, dar mai stabilă";"";"Активувати більш повільне, але стабільне з'єднання";"";"";"啟用較慢但是更為穩定的連線方式";"";"더 느리지만 안정적인 연결 활성화";"";""
