"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"dps";"Schaden pro Sekunde. Fügt %s Schaden alle %s Sekunden über eine Distanz von %s zu.";"Damage per second. Deals %s damage every %s second within a range of %s.";"Dégâts par seconde. Inflige %s de dégâts toutes les %s secondes avec une portée de %s.";"";"Урон в секунду. Наносит %s урона каждые %s секунд в диапазоне %s.";"Daño por segundo. Hace %s de daño cada %s segundo dentro de un rango de %s.";"Danni per secondo. Infligge %s danni ogni %s secondi per un totale di %s secondi.";"Skade per sekund- Gør %s skade hver %s sekund mellem en rækkevidde af %s.";"Skada per sekund. Gör %s skada varje %s sekund inom ett intervall av %s.";"Schade per seconde. Brengt %s schade toe per %s seconde binnen een radius van %s.";"Obrażenia rozłożone w czasie. Zadaje %s punktów obrażeń co %s sekund przez %s sekund.";"Vahinkoa sekunnissa. Tekee %s vahinkoa joka %s sekunti %s kantamalla.";"Dano por segundo.. Tira %s dano a cada %s segundo numa distância de %s.";"Saniye başına hasar. %2:s menzilindeki her birime %1:s saniyede bir %0:s hasar vurur.";"";"Poškození za sekundu. Udílí %s poškození každou %s sekundu do vzdálenosti %s.";"Ζημιά ανά δευτερόλεπτο. Προκαλεί ζημιά %s κάθε %s δευτερόλεπτα σε εμβέλεια των %s.";"Másodpercenkénti sebzés. %s sebzés minden %s másodpercben %s távolságon belül.";"Skade per sekund. Tilbud %s skader hver %s andre innenfor en rekke %s.";"Daune pe secunda. Oferă %s daune la fiecare %s a doua în raza de %s acțiune.";"Daño por segundo. Inflige %s daño cada %s segundo dentro de un rango de %s.";"Втрати в секунду. Завдає %s шкоди кожні %s секунди в діапазоні %s.";"";"每秒伤害。 在 %s 的范围内每 %s 秒造成 %s 伤害。";"每秒傷害。 在 %s 的範圍內每 %s 秒造成 %s 傷害。";"";"초당 피해량. %s 범위 내에 %s초마다 %s의 피해를 줍니다.";"";""
"dps_melee";"Schaden pro Sekunde. Fügt %s Schaden alle %s Sekunden im Nahkampf zu.";"Damage per second. Deals %s damage every %s second within melee range.";"Dégâts par seconde. Inflige %s de dégâts toutes les %s secondes à portée de mêlée.";"";"Урон в секунду. Наносит %s урона каждые %s секунд в ближнем бою.";"Daño por segundo. Hace %s de daño cada %s segundo cuerpo a cuerpo.";"Danni per secondo. Infligge %s danni ogni %s secondo in mischia.";"Skade per sekund- Gør %s skade hver %s sekund ved nærkampe.";"Skada per sekund. Gör %s skada varje %s sekund inom närstrid.";"Schade per seconde. Brengt %s schade toe per %s seconde binnen de Melee Radius.";"Obrażenia na sekundę. Zadaje %s obrażeń co %s sekund podczas walki wręcz.";"Vahinkoa sekunnissa. Tekee %s vahinkoa joka %s sekunti lähitaisteluetäisyydelle.";"Dano por segundo. Tira %s de dano a cada %s segundo por meio de ataques corpo-a-corpo.";"Saniye başına hasar. Yakın dövüş menzilindeki her birime %1:s saniyede bir %0:s hasar vurur.";"";"Poškození za sekundu. Udílí %s poškození každou %s sekundu na blízko.";"Ζημιά ανά δευτερόλεπτο. Προκαλεί ζημιά %s κάθε %s δευτερόλεπτα σε μια συσταδόν εμβέλεια.";"Másodpercenkénti sebzés. %s sebzés minden %s másodpercben közelharci távolságban.";"Skade per sekund. Gjør %s skade hvert %s sekund innenfor nærkamps område.";"Daune pe secunda. Oferă %s daune la fiecare %s secundă în intervalul corp de corp.";"Daño por segundo. Inflige %s de daño cada %s segundo dentro del rango cuerpo a cuerpo.";"Втрати в секунду. Завдає %s шкоди кожні %s секунди в ближньому бою.";"";"每秒伤害。 在近战的范围内每 %s 秒造成 %s 伤害。";"每秒傷害。 在近戰的範圍內每 %s 秒造成 %s 傷害。";"";"초당 피해량. 근접 범위 내에 %s초마다 %s의 피해를 줍니다.";"";""
"league";"Stufe";"Tier";"Palier";"";"Дивизион";"Grado";"Lega";"Niveau";"Rank";"Tier";"Stopień";"Taso";"Elo";"Aşama";"";"Úroveň";"Βαθμίδα";"Szint";"Nivå";"Nivel";"Nivel";"Дивізіон";"";"级别";"階級";"";"티어";"";""
"league_1";"Stein";"Stone";"Pierre";"Pedra";"Камень";"Piedra";"Pietra";"Sten";"Sten";"Steen";"Kamień";"Kivi";"Pedra";"Taş";"";"Kámen";"Λίθος";"Kő";"Stein";"Piatră";"Piedra";"Камінь";"حجر";"石阶";"石頭";"";"스톤";"";""
"league_2";"Bronze";"Bronze";"Bronze";"Bronze";"Бронза";"Bronce";"Bronzo";"Bronze";"Brons";"Brons";"Brąz";"Pronssi";"Bronze";"Bronz";"";"Bronz";"Χαλκός";"Bronz";"Bronse";"Bronz";"Bronce";"Бронза";"برونز";"铜阶";"青銅";"";"브론즈";"";""
"league_3";"Silber";"Silver";"Argent";"Prata";"Серебро";"Plata";"Argento";"Sølv";"Silver";"Zilver";"Srebro";"Hopea";"Prata";"Gümüş";"";"Stříbro";"Ασήμι";"Ezüst";"Sølv";"Argint";"Plata";"Срібло";"فضي";"银阶";"白银";"";"실버";"";""
"league_4";"Gold";"Gold";"Or";"Ouro";"Золото";"Oro";"Oro";"Guld";"Guld";"Goud";"Złoto";"Kulta";"Ouro";"Altın";"";"Zlato";"Χρυσός";"Arany";"Gull";"Aur";"Oro";"Золото";"ذهبي";"金阶";"黃金";"";"골드";"";""
"league_5";"Kristall";"Crystal";"Cristal";"Cristal";"Кристалл";"Cristal";"Cristallo";"Krystal";"Kristall";"Kristal";"Kryształ";"Kristalli";"Cristais";"Kristal";"";"Krystal";"Κρύσταλλος";"Kristály";"Krystall";"Cristal";"Cristal";"Кристал";"كرستال";"水晶阶";"水晶";"";"수정";"";""
"league_card_hint";"§league_%d: Die Stufe einer Karte bestimmt zusammen mit dem Level die Stärke der Karte und die zugeordnete Stufe in PvP-Gefechten.";"§league_%d: The tier and level of a card define its power and the tier you‘re playing in. (PvP)";"§league_%d : Le palier et le niveau d'une carte définissent sa puissance et le palier dans lequel vous jouez. (JcJ)";"";"§league_%d: Уровень карты определяет её силу и дивизион, в котором вы играете. (в онлайн игре)";"§league_%d: El grado y el nivel de una carta definen su poder y el nivel en el que estás jugando. (PvP)";"§league_%d: La lega ed il livello di una carta definiscono la sua forza e la lega in cui stai giocando. (PvP)";"§league_%d: Niveauet og level af et kort definerer kortes magt og hvilket niveau du spiller på. (PvP)";"§league_%d: Ranken och nivån på ett kort definierar dess kraft och ranken du spelar i. (PvP)";"§league_%d: De tier en level van een kaart bepaalt zijn kracht en de tier waarin je speelt. (PvP)";"§league_%d: Poziom i stopień karty definiuje jej moc i w którym stopniu PvP grasz.";"§league_%d: Kortin tasot määrittävät sen voiman ja millä tasolla pelaat. (PvP)";"§league_%d: O elo e o nível da sua carta define o poder e o elo em que você está jogando. (JxJ)";"§league_%d: Destendeki en yüksek aşama ve seviyeye sahip kart ait olduğun aşamayı belirler. (PvP)";"";"§league_%d: Úroveň a level karty v balíčku definuje její sílu a úroveň ve které hraješ. (PvP)";"§league_%d: Η βαθμίδα και το επίπεδο μιας κάρτας ορίζει τη δύναμή της και τη βαθμίδα όπου παίζεις. (ΠεΠ)";"";"§league_%d: Nivå og nivå på et kort definerer sin styrke og nivået du spiller i. (PvP)";"§league_%d: Nivelul și nivelurile unei cărți îi definesc puterea și nivelul în care joci. (PvP)";"§league_%d: El nivel y el rango de una tarjeta definen su poder y el nivel en el que se juega. (PvP)";"§league_%d: Рівень карти визначає її силу і дивізіон, в якому ви граєте. (PvP)";"";"§league_%d: 卡片的阶级和等级决定了卡片的威力，也决定了您所在的级别。(PvP)";"§league_%d: 卡片的階級和等級決定了卡片的威力，也決定了你玩的階級。(PvP)";"";"§league_%d: 카드의 티어와 레벨이 카드의 능력과 게임의 티어를 나타냅니다. (PvP)";"";""
"league_deck_hint";"§league_%d: Die Karte mit der höchsten Stufe in einem Deck bestimmt die zugeordnete Stufe in PvP-Gefechten in der du mit diesem Deck spielst.";"§league_%d: The highest card in your deck defines the tier you‘re playing in. (PvP)";"§league_%d : La plus haute carte de votre deck définit le palier dans lequel vous jouez. (JcJ)";"";"§league_%d: Наивысший уровень карты в Вашей колоде карт определяет дивизион, в котором Вы будете играть. (онлайн игра)";"§league_%d: La carta más alta de tu mazo define el nivel en el que estás jugando. (PvP)";"§league_%d: La carta più forte del tuo mazzo definisce in quale lega stai giocando. (PvP)";"§league_%d: Det højeste kort i dit dæk, definerer hvilket niveau du spiller på i. (PvP)";"§league_%d: Det högsta kortet i din kortlek definierar den nivå du spelar på. (PvP)";"§league_%d: De hoogste kaart in jouw deck bepaalt de tier waarin je speelt. (PvP)";"§league_%d: Karta z najwyższym stopniem definiuje, w którym stopniu PvP grasz.";"§league_%d: Korkein kortti pakassasi määrittää millä tasolla pelaat. (PvP)";"§league_%d: A maior carta no seu deck define em que elo você está jogando atualmente. (JxJ)";"§league_%d: Destendeki en yüksek kart ait olduğun aşamayı belirler. (PvP)";"";"§league_%d: Nejvyšší úroveň karty v balíčku definuje úroveň ve které hraješ. (PvP)";"§league_%d: Η υψηλότερη κάρτα στην τράπουλά σου ορίζει τη βαθμίδα όπου παίζεις. (ΠεΠ)";"";"§league_%d: Det høyeste kortet i Dekket ditt definerer nivå du spiller på. (PvP)";"§league_%d: Cea mai mare carte din pachet definește nivelul în care joci. (PvP)";"§league_%d: La carta más alta de tu baraja define el nivel en el que juegas (PvP)";"§league_%d: Найвищий рівень карти в Вашої колоді карт визначає дивізіон, в якому Ви будете грати. (PvP)";"";"§league_%d: 以您牌组中最高阶级的卡来决定您能参与的级别。(PvP)";"§league_%d: 以你牌組中最高的卡來決定你能參與的層級。(PvP)";"";"§league_%d: 덱에서 가장 높은 티어의 카드가 플레이 중인 게임의 티어를 나타냅니다. (PvP)";"";""
"league_plural";"Stufen";"Tiers";"Paliers";"";"Дивизионы";"Grados";"Leghe";"Niveauer";"Ranker";"Tiers";"Stopnie";"Tasot";"Elos";"Aşama";"";"Úrovně";"Βαθμίδες";"Szintek";"Nivåer";"Nivele";"Niveles";"Дивізіони";"الدورات";"级别";"階級";"";"티어";"";""
"melee";"Nahkampf";"Melee";"Mêlée";"";"Ближний бой";"Melee";"Corpo a Corpo";"Nærkamp";"Närstrid";"Melee";"Walka wręcz";"Lähitaistelu";"Corpo-a-corpo";"Yakın Dövüş";"";"Na blízko";"Συσταδόν";"Közelharci";"Nærkamp";"Încăierare";"Cuerpo a cuerpo";"Ближній бій";"";"近战";"近戰";"";"근접";"";""
