"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"settingsgameplayrightclickpanninghint";"Durch das Halten der rechten Maustaste kann die Kamera bewegt werden.";"Moving the mouse while holding the right mouse button moves the camera as well.";"Déplacer la souris tout en maintenant le bouton droit de la souris enfoncé déplace également la caméra.";"Mover o rato enquanto se carrega o lado direito do rato também move a câmara.";"Перемещение мыши при удержании правой кнопки мыши также перемещает камеру.";"Podrás mover la cámara presionando el botón derecho del ratón y sin soltar, arrastrando la cámara se moverá.";"Anche muovere il mouse mentre si tiene premuto il tasto destro del mouse sposta la telecamera.";"";"";"";"Ruszając myszką i trzymając prawy przycisk myszy rusza też kamerą.";"Hiiren liikuttaminen, pitäessä oikeaa hiiren painiketta pohjassa, liikuttaa myös kameraa.";"Mover o mouse enquanto segura o botão direito moverá também a câmera.";"Sağ fare düğmesini basılı tutarken fareyi hareket ettirmek, kamerayı da hareket ettirir.";"";"Pohyb myši při držení pravého tlačítka myši také slouží pro pohyb kamery.";"Κουνώντας το ποντίκι, ενόσω πατάς το δεξί κουμπί του ποντικιού, μετακινείς την κάμερα.";"";"";"Deplasarea mouse-ului în timp ce țineți apasat butonul drept al mouse-ului mișcă și camera.";"Al mover el ratón mientras se mantiene el botón derecho del ratón, tambien mueve lacámara.";"Переміщення миші утримуючи її праву кнопку також перемістить камеру.";"";"按着左键移动滑鼠，将可移动视点。";"按著左鍵移動滑鼠，將可移動視點。";"";"마우스 우클릭 상태에서 움직이면 카메라 이동.";"";""
"settings_general_has_secret_access";"Geheimer Zugang zur Beta";"Secret access to the beta";"Accès secret à la bêta";"Acesso secreto ao beta";"Секретный доступ к бета-версии";"Acceso secreto a la beta";"Acesso segreto alla beta";"";"";"";"Sekretny dostęp do bety";"Salainen pääsy betaan";"Acesso secreto ao beta";"Betaya gizli erişim";"";"Skrytý přístup do bety";"Μυστική πρόσβαση στα βήτα";"Titkos hozzáférés a bétához";"";"Acces secret la beta";"Acceso secreto a la beta";"Секретний доступ до бета-версії";"";"秘密的测试版存取";"秘密的存取測試版";"";"베타 버전 비밀 이용권";"";""
"settings_gameplay_fixed_team_colors";"Feste Teamfarben";"Fixed team colors";"Couleurs d'équipe fixe";"Cores da equipa fixas";"Фиксированные цвета команды";"Colores fijos de equipo";"Colori squadre fissi";"";"";"";"Stałe kolory drużyny";"Pysyvät tiimivärit";"Cores de times fixadas";"Sabit takım renkleri";"";"Pevně dané barvy týmů";"Χρώματα σταθερής ομάδας";"Fix csapat színek";"";"Fixarea culorilor echipei";"Colores fijos del equipo";"Фіксовані кольори команд";"";"固定队伍颜色";"隊伍顏色固定";"";"파티 색 고정";"";""
"settings_gameplay_fixed_team_colors_hint";"Wenn gewählt, spielst du immer Blau und deine Gegner sind immer Rot. Ansonsten bestimmt die Startposition die Farbe.";"When selected, your units will always appear as blue to you and enemy units as red. If not selected, your starting position determines the team color (Bottom blue/Top red).";"Si sélectionné, vos unités vous apparaîtront toujours en bleu et les unités ennemies en rouge. Si non-sélectionné, votre position de départ détermine la couleur de l'équipe (bas bleu/haut rouge).";"";"При выборе этого параметра ваши юниты всегда будут отображаться синим цветом, а вражеские - красным. Если флажок не установлен, начальная позиция определяет цвет команды (Нижний синий/верхний красный).";"Cuando se selecciona, tus unidades siempre aparecerán en azul y las unidades enemigas en rojo. Si no se selecciona, su posición inicial determina el color del equipo (Azul inferior / Rojo superior).";"Quando selezionate, le tue unità compariranno sempre in blu e quelle del nemico in rosso. Se non selezionatao, la tua posizione iniziale determinerà il colore della tua squadra (Parte bassa blu/ Parte alta rosso).";"";"";"";"Po zaznaczeniu twoje jednostki będą zawsze widoczne jako niebieskie, a wrogie jako czerwone. Jeśli nie zaznaczone, twoja startowa pozycja decyduje o kolorze (Dół - niebieski/Góra - czerwony).";"Valittuna, omat yksiköt näkyvät aina sinisinä ja vihollisen punaisina. Mikäli ei valittuna, aloitussijaintisi määrittää joukkueen värin (siniset alhaalla/punaiset ylhäällä).";"Quando selecionadas, suas unidades sempre aparecerão como azul e os inimigos como vermelhos. Quando não selecionadas, sua posição inicial determina a cor do time (baixo azul/topo vermelho).";"Seçildiğinde, birimleriniz her zaman mavi, düşman birimleriniz kırmızı görünür. Seçilmezse, başlangıç pozisyonunuz takım rengini belirler (Alt mavi / Üst kırmızı).";"";"Při vybrání, budou tvé jednotky vždy modré a soupeřovy vždy červené. Pokud není vybráno, tvá pozice určí barvu týmu (Modří dole/Červení nahoře).";"Όταν είναι επιλεγμένο, οι μονάδες σου θα σου εμφανίζονται πάντα μπλε και οι εχθρικές κόκκινες. Αν δεν είναι επιλεγμένο, η αρχική σου θέση καθορίζει το χρώμα ομάδας (η κάτω μπλε, η πάνω κόκκινη).";"";"";"Când este selectat, unitățile tale vor apărea întotdeauna la fel de albastre pentru tine și unitățile inamice ca roșii. Dacă nu este selectat, poziția de pornire determină culoarea echipei (albastru jos / roșu sus).";"Cuando se selecciona, sus unidades siempre aparecerán en azul para usted y las unidades enemigas en rojo. Si no se selecciona, su posición inicial determina el color del equipo (azul inferior / rojo superior).";"Якщо цей параметр увімкнено, ваша команда завжди відображатиметься синім кольором, а ворожа - червоним. Якщо вимкнено, початкова позиція визначає колір (знизу - синій / згори - червоний).";"";"选取此项，你的单位将永远显示为蓝色，而你的敌方单位将永远显示为红色。如果不选取此项，你的起始位置决定了你的队伍颜色 (蓝色下方/红色上方)。";"選取此項，你的單位將永遠顯示為藍色，而你的敵方單位將永遠顯示為紅色。如果不選取此項，你的起始位置決定了你的隊伍顏色 (藍色下方/紅色上方)。";"";"사용자의 유닛은 언제나 파란색으로, 적 유닛은 빨간색으로 표시됩니다. 선택하지 않으면 시작 지점에 따라 팀 색상이 결정됩니다. (하단 파란색/상단 빨간색).";"";""
"settings_gameplay_healthbarmode_caption";"Lebensbalken";"Healthbars";"Barres de santé";"Barras de Vida";"Шкала здоровья";"Barras de Vida";"Barre della salute";"";"";"";"Paski zdrowia";"Terveyspalkit";"Barras de Vida";"Can barları";"";"Stav životů";"Μπάρες υγείας";"Életerő csíkok";"";"Barele de viată";"Barra de salud";"Смуга здоров'я";"";"生命条";"生命條";"";"체력 바";"หลอดเลือด";""
"settings_gameplay_healthbarmode_hmNone";"Immer ausblenden";"Hide always";"Toujours masquer";"Esconder sempre";"Всегда скрывать";"Ocultar siempre";"Nascondi sempre";"";"";"";"Zawsze chowaj";"Piilota aina";"Esconder sempre";"Her zaman gizle";"";"Vždy skrýt";"Κρύβε πάντα";"Elrejtése mindig";"";"Ascunde întotdeauna";"Ocultar siempre";"Ховати завжди";"";"总是隐藏";"總是隱藏";"";"항상 숨김";"";""
"settings_gameplay_healthbarmode_hmDamaged";"Nur verletzte Einheiten";"Only injured units";"Seulement les unités blessées";"Só unidades feridas";"Только раненые юниты";"Solo unidades dañadas";"Solo unità ferite";"";"";"";"Tylko ranne jednostki";"Vain vahingoitetuilla yksiköillä";"Somente unidades feridas";"Sadece yaralı birimler";"";"Pouze poškozené jednotky";"Μόνο πληγωμένες μονάδες";"Csak sérült egységek";"";"Doar unitățile rănite";"Sólo unidades heridas";"Тільки поранені юніти";"";"只有受伤的单位";"只有受傷的單位";"";"다친 유닛만 표시";"";""
"settings_gameplay_healthbarmode_hmAlways";"Immer anzeigen";"Show always";"Toujours visible";"Mostrar sempre";"Всегда отображать";"Mostrar siempre";"Mostra sempre";"";"";"";"Zawsze pokazuj";"Näytä aina";"Mostrar sempre";"Her zaman göster";"";"Vždy zobrazuj";"Εμφάνιζε πάντα";"Mindig mutat";"";"Arată întotdeauna";"Mostrar siempre";"Показувати завжди";"";"总是显示";"始終顯示";"";"항상 표시";"";""
"settings_gameplay_dropzonemode_caption";"Beschwörungszonen";"Summoning Zones";"Zones d'invocation";"Zonas de Convocação";"Зоны призыва";"Zonas de invocación";"Aree d'Evocazione";"";"";"";"Obszary przywołania";"Lähetysalueet";"Zonas de Invocação";"Çağırma Alanları";"";"Vyvolávací zóny";"Ζώνες Επιστράτευσης";"Zónák Idézése";"";"Zonele de convocare";"Zonas de invocación";"Зони виклику";"";"可召唤区域";"可召喚區間";"";"소환 지역";"";""
"settings_gameplay_dropzonemode_dzall";"Komplett";"All";"Tous";"Todos";"Все";"Todo";"Tutto";"";"";"";"Wszystkie";"Kaikki";"Todos(as)";"Tümü";"Всички";"Všechny";"Όλες";"Összes";"";"Toate";"Todos";"Всі";"";"全部";"全部";"";"전체";"ทั้งหมด";""
"settings_gameplay_dropzonemode_dzarea";"Nur Bereich";"Only Area";"Zone uniquement";"Única Area";"Только Область";"Solo el Area";"Solo nell'area";"";"";"";"Tylko obszar";"Vain alueella";"Apenas Area";"Sadece Alan";"";"Pouze území";"Μοναδική Περιοχή";"";"";"Doar Zona";"Solo Área";"Лише область";"";"仅对区域";"僅對區域";"";"지역만 표시";"";""
"settings_gameplay_dropzonemode_dzcursor";"Nur Cursor";"Only Cursor";"Curseur uniquement";"Único Cursor";"Только Курсор";"Solo el Cursor";"Solo sul Cursore";"";"";"";"Tylko kursor";"Vain kursori";"Apenas o Cursor";"Sadece Gösterge";"";"Pouze Kurzor";"Μοναδικός Κέρσορας";"Csak A Kurzor";"";"Doar Cursor";"Solo cursor";"Тільки Курсор";"";"仅对游标";"僅對游標";"";"커서에만";"";""
"settings_gameplay_dropzonemode_dzhide";"Ausblenden";"Hide";"Masquer";"Esconder";"Скрыть";"Esconder";"Nascondi";"";"";"";"Ukryj";"Piilota";"Esconder";"Gizli";"Скрий";"Skrýt";"Κρύψε";"Elrejtés";"";"Ascunde";"Ocultar";"Приховати";"إخفاء";"隐藏";"隱藏";"";"숨기기";"";""
"settings_gameplay_clickprecision_caption";"Selektionspräzision";"Selection Precision";"Précision de la sélection";"Selecionar Precisão";"Точность отбора";"Precisión de Seleción";"Precisione di selezione";"";"";"";"Wybierz precyzję";"Valintatarkkuus";"Selecionar Precisão";"Seçim Hassasiyeti";"";"Přesnost výběru";"Ακρίβεια Επιλογής";"Választás Pontosság";"";"Precizia Selectiei";"Precisión de selección";"Точність Вибору";"";"选择精度";"點擊選取的認定範圍";"";"선택 정확도";"";""
"settings_gameplay_clickprecision_hint";"Steuert die Klickpräzision bei der Selektion einzelner Einheit. Wenn sie größer eingestellt wird, können Einheiten auch durch Klicks in der Nähe ausgewählt und angezielt werden.";"Controls the click precision at targeting single units. If it is set wider, units can be selected and targeted even by clicking near to them.";"Contrôle la précision du clic pour cibler des unités individuelles. S'il est défini plus large, les unités peuvent être sélectionnées et ciblées même en cliquant près d'eux.";"";"Контролирует точность мыши при наведении на отдельные юниты. Если параметр установлен шире, можно выбрать и нацелить на юниты, даже нажав рядом с ними.";"Controla la precisión del clic en la orientación de unidades individuales. Si se establece más ancho, las unidades se pueden seleccionar y apuntar incluso haciendo clic cerca de ellas.";"Definisce la precisione di selezione delle singole unità. Se è impostata alta, le unità potranno essere selezionate e bersagliate anche solo cliccando vicino ad esse.";"";"";"";"Kontroluję prezycję kliknięcia przy celowaniu pojedyńczych celów. Jeśli jest ustawione na szersze jednostki moga być zaznaczone i wycelowane nawet przy kliknięciu obok nich.";"Vaikuttaa yksittäisten yksiköiden valintatarkkuuteen. Mikäli levennetty, yksiköt voidaan valita jopa klikkaamalla niiden lähelle.";"Controla a precisão do click quando seleciona apenas uma unidade. Se a seleção for maior, as unidades poderão ser selecionadas e visadas mesmo se você clicar próximos a elas.";"Tek bir birimi seçerken dikkate alınacak alan genişliğini belirler. Eğer geniş seçeneği aktif ise bir birim yakın bir yere tıklanarak seçilebilir.";"";"Ovládá přesnost při vybírání jednotlivce. Při větším nastavení jednotky můžou být vybrány i při klikání poblíž.";"Ελέγχει την ακρίβεια του κλικ, όταν στοχεύεις μονές μονάδες. Αν τεθεί σε ευρεία, οι μονάδες μπορούν να επιλεγούν και να στοχευτούν ακόμα κι όταν κλικάρεις κοντά τους.";"";"";"Controlează precizia clicului la direcționarea unităților unice. Dacă este setat mai larg, unitățile pot fi selectate și direcționate chiar și făcând clic pe ele.";"Controla la precisión del clic al apuntar a unidades individuales. Si se establece más ancho, las unidades se pueden seleccionar y seleccionar incluso haciendo clic cerca de ellas.";"Контролює точність натикання миші для вибору юніта. Якщо параметр встановлений ""Ширше"", можливо обрати і націлити на юніти, навіть натиснувши поруч із ними.";"";"控制针对单个单元的单击精度。 如果设置更宽，那么可以通过单击单元附近来选择单元和目标单元。";"控制當選取單位時的點擊精確度。如果設為較寬鬆，那麼點擊單位的附近區域也可以選取該單位。";"";"단일 유닛을 대상으로 하는 클릭 정밀도를 제어합니다. 더 넓게 설정하면, 유닛의 근처만 클릭해도 대상을 선택할 수 있습니다.";"";""
"settings_gameplay_clickprecision_cpPrecise";"Präzise";"Precise";"Précise";"Preciso";"Точный";"Preciso";"Precisa";"";"";"";"Precyzyjne";"Täsmällinen";"Precisão";"Kesin";"";"Přesnost";"Ακριβής";"Pontos";"";"Precis";"Preciso";"Точне";"";"精确";"精確";"";"정확도";"";""
"settings_gameplay_clickprecision_cpExtended";"Erweitert";"Extended";"Étendue";"Estendido";"Повышенная";"Extendido";"Estesa";"";"";"";"Rozszerzone";"Jatkettu";"Extender";"Genişletilmiş";"";"Rozšířená";"Εκτεταμένη";"Bővített";"";"Extins";"Extendido";"Підвищена";"";"扩展";"延伸";"";"확장된";"";""
"settings_gameplay_clickprecision_cpWide";"Großflächig";"Wide";"Large";"Largo";"Широкий";"Amplio";"Ampia";"";"";"";"Szerokie";"Levennetty";"Alargar";"Geniş";"";"Široká";"Ευρεία";"Széles";"";"Lat";"Ancho";"Ширше";"";"宽";"寬鬆";"";"넓게";"";""
"settings_gameplay_technical_panel";"FPS und Ping anzeigen";"Show framerate and ping";"Afficher la fréquence d'image et le ping";"Mostrar framerate e ping";"Отобразить частоту кадров и ping";"Mostrar fps y ping";"Mostra il framerate ed il ping";"";"";"";"Pokaż klatki na sekundę i ping";"Näytä ruudunpäivitys ja viive";"Mostrar taxa de quadros e ping";"Ping ve saniyedeki kare hızını göster";"";"Zobraz framerate a ping";"Εμφάνιζε καρέ και πινγκ";"Framerate és ping mutatása";"";"Afișați framurile pe secunda și ping";"Mostrar cuadros por segundo y ping";"Показати частоту кадрів і пінг";"";"显示帧率和 ping 值";"顯示幀率與網路狀況資訊";"";"초당 프레임 수(fps)와 핑 표시";"";""
"settings_gameplay_technical_panel_hint";"Wenn aktiviert wird die aktuelle Framerate pro Sekunde und der Ping zum Server links oben in der Ecke angezeigt.";"If active, the current framerate per second and the ping to the server is shown in the top left corner.";"Si elle est active, la fréquence d'images par seconde actuelle et le ping vers le serveur sont affichés dans le coin supérieur gauche.";"Se ativado, o framerate e o ping atual são mostrados no canto superior esquerdo.";"При активации отображает текущую частоту кадров в секунду и ping сервера в левом верхнем углу.";"Si está activo, se mostrara dentro de la partida arriba a la izquierda, los fps y el ping de la partida.";"Quando attivo, mostra l'attuale framerate per secondo ed il ping del server in alto a sinistra.";"";"";"";"Jeśli aktywne, liczba klatek na sekundę i ping do serwera będzie pokazany w lewym górnym rogu.";"Mikäli aktiivisena, ruudunpäivitys ja viive palvelimelle näytetään vasemmassa yläkulmassa.";"Se ativo, mostra a taxa de quadros por segundo e o ping do server no canto superior esquerdo.";"Eğer aktifse, anlık kare hızı ve ping durumu sol üst köşede gösterilir.";"";"Když aktivní, zobrazí aktuální fps a ping v levém horním rohu.";"Αν είναι ενεργό, τα προσωρινά καρέ ανά δευτερόλεπτο και το πινγκ στο διακομιστή εμφανίζονται στην πάνω αριστερή γωνία.";"";"";"Dacă este activ, framurile curente pe secundă și ping-ul pentru server este afișat în colțul din stânga sus.";"Si está activo, la velocidad de cuadros por segundo actual y el ping al servidor se muestra en la esquina superior izquierda.";"При активації відображає частоту кадрів і пінг у лівому верхньому куті.";"";"如果激活，当前帧率每秒和对服务器的Ping 值将显示在左上角。";"若選用，目前遊戲的每秒幀率以及和遊戲伺服器之間的 ping 值將會顯示在螢幕的左上角。";"";"현재 초당 프레임 수와 서버에 보내진 핑을 왼쪽 상단에 표시합니다.";"";""
"settings_graphics_vsync";"Vertikale Synchronisation";"Vertical synchronization";"Synchronisation verticale";"Sincronização Vertical";"Вертикальная синхронизация";"Sincronización Vertical";"Sincronizzazione verticale";"";"";"";"Synchronizacja pionowa";"Pystysynkronointi";"Sincronização vertical";"Dikey senkronizasyon";"";"Vertikální synchronizace";"Κάθετος συγχρονισμός";"Függőleges szinkronizálás";"";"Sincronizare verticală";"Sincronización vertical";"Вертикальна синхронізація";"";"垂直同步";"垂直同步";"";"수직 동기화";"";""
"settings_graphics_vsync_hint";"Passt die Bildwiederholfrequenz an den Monitor an. Bei hohen Frameraten wird das Bild dadurch stabiler und ruckelfreier, bei geringen Frameraten oder manchen Systemen kann diese Option zu negativen Einflüssen führen.";"Adjusts the frame rate to be synchronized with the refresh rate of the monitor. At high framerates can lead to a smoother and more stable result, but can have a negative effect at low frame rates on some systems.";"Ajuste la fréquence d'images pour être synchronisée avec le taux de rafraîchissement du moniteur. À des fréquences d'images élevées, peut amener vers des résultats plus lisses et plus stables, mais ils peuvent également avoir un effet négatif à des fréquences d'images faibles sur certains systèmes.";"";"Регулирует частоту кадров для синхронизации с частотой обновления монитора; при высокой частоте кадров может привести к более плавному и стабильному результату, но может иметь отрицательный эффект при низкой частоте кадров и в некоторых системах.";"Ajusta la velocidad de fotogramas que se sincronizará con la frecuencia de actualización del monitor. En cuadros de cuadros altos, se puede obtener un resultado más suave y estable, pero puede tener un efecto negativo a velocidades de cuadro bajas y en algunos sistemas.";"Aggiusta il frame rate per essere sincronizzato con il refresh rate del monitor. A framerate alti permette di rendere più fluido e stabile il risultato finale, ma può avere effetti negativi per framerate bassi e per qualche sistema.";"";"";"";"Dostosowuje liczbę klatek na sekundę do częstotliwości odświeżania monitora. Może mieć dobry wpływ przy wysokiej ilości klatek na sekundę, lecz negatywny przy niskiej ilości i na niektórych systemach.";"Asettaa ruudunpäivityksen vastaamaan näytön virkistystaajuutta. Korkea ruudunpäivitys saattaa mahdollistaa sulavamman ja tasaisemman lopputuloksen, mutta asetuksella voi olla negatiivisia vaikutuksia alhaisella ruudunpäivityksellä.";"Ajusta a taxa de quadros para sincronizar justamente taxa de atualização do monitor. Quantidades altas de quadros por segundos pode gerar resultados mais estáveis e suaves, mas pode causar efeitos negativos nas taxas de quadros em alguns sistemas.";"Senkronize edilecek kare hızını, monitörün yenileme hızı ile ayarlar. Yüksek kare hızlarında daha yumuşak ve daha istikrarlı bir sonuca yol açabilir, ancak düşük kare hızlarında ve bazı sistemlerde olumsuz bir etkiye sahip olabilir.";"";"Upraví fps aby odpovídalo obnovovací frekvenci monitoru. Při vyšších fps může vést k plynulejší a více stabilní hře, ale může mít negativní efekt při nízkých fps na některých systémech.";"Ρυθμίζει τον αριθμό καρέ, ώστε να συγχρονίζεται με το ρυθμό ανανέωσης της οθόνης. Σε υψηλούς αριθμούς καρέ μπορεί να οδηγήσει σε ένα πιο λείο και σταθερότερο αποτέλεσμα, αλλά μπορεί να έχει αρνητική επίδραση σε χαμηλούς σε μερικά συστήματα.";"";"";"Reglează rata de cadru pentru a fi sincronizată cu rata de actualizare a monitorului. La rate de cadru mai ridicate poate duce la un rezultat mai bun și mai stabil, dar poate avea un efect negativ la ratele de cadru mici pe unele sisteme.";"Ajusta la frecuencia de cuadros por segundo que se sincronizará con la frecuencia de actualización del monitor. A velocidades de cuadro altas puede conducir a un resultado más uniforme y estable, pero puede tener un efecto negativo a velocidades de cuadro bajas en algunos sistemas.";"Регулює частоту кадрів для синхронізації з частотою оновлення монітора. На високих частотах кадрів може призвести до плавнішого і стабільнішого результату, але може мати негативний ефект при низькій частоті кадрів для деяких систем.";"";"将帧速率调整为与监视器的刷新率同步。 在高帧率的情况下，会导致更平滑和更稳定的结果，但在某些系统上，可能会对低帧率的系统产生负面影响。";"可依據所用螢幕的垂直更新率來調適遊戲所用的幀率。較高的幀率可以讓畫面動作較為平順也較穩定，但也可能在低幀率下對某些系統有負面效果。";"";"초당 프레임(fps)을 모니터 화면 재생 빈도에 맞춥니다. 높은 fps에서는 더 부드럽고 안정적인 결과가 나올 수 있지만, 낮은 fps의 일부 시스템에서는 부정적인 영향이 있을 수 있습니다.";"";""
"settings_graphics_texture_quality";"Texturqualität";"Texture quality";"Qualité des textures";"Qualidade de Texturas";"Качество текстуры";"Calidad de Textura";"Qualità texture";"";"";"";"Jakość tekstur";"Pintojen tarkkuus";"Qualidade de textura";"Doku kalitesi";"";"Kvalita textur";"Ποιότητα υφών";"";"";"Calitatea texturii";"Calidad de textura";"Якість текстур";"";"纹理质量";"貼圖品質";"";"텍스처 품질";"";""
"settings_graphics_texture_quality_tqMaximum";"Maximum";"Maximum";"Maximale";"Máximo";"Максимальное";"Máximo";"Massima";"";"";"";"Maksymalna";"Maksimi";"Máxima";"En Yüksek";"";"Maximální";"Μέγιστη";"Maximális";"";"Maximă";"Máximo";"Максимальна";"";"最大值";"最大值";"";"최대";"";""
"settings_graphics_texture_quality_tqHigh";"Hoch";"High";"Haute";"Alta";"Высокое";"Alto";"Alta";"Høj";"";"Hoog";"Wysoka";"Korkea";"Alta";"Yüksek";"";"Vysoké";"Υψηλή";"Magas";"";"Înaltă";"Alta";"Висока";"";"高";"高";"";"높음";"สูง";""
"settings_graphics_texture_quality_tqMedium";"Mittelmäßig";"Medium";"Moyenne";"Média";"Среднее";"Medio";"Media";"Mellem";"Medium";"Medium";"Średnia";"Keskitaso";"Média";"Orta";"";"Střední";"Μεσαία";"Közepes";"Medium";"Medie";"Mediano";"Середня";"متوسط";"中等";"中等";"";"보통";"กลาง";""
"settings_graphics_texture_quality_tqLow";"Gering";"Low";"Basse";"Baixa";"Низкое";"Bajo";"Bassa";"Lav";"";"Laag";"Niskia";"Matala";"Baixa";"Düşük";"";"Nízké";"Χαμηλή";"Alacsony";"";"Scăzută";"Bajo";"Низька";"";"低";"低";"";"낮음";"ต่ำ";""
"settings_graphics_texture_quality_tqMinimum";"Minimal";"Minimum";"Minimale";"Mínimo";"Минимальное";"Mínimo";"Minima";"";"";"";"Minimalna";"Minimi";"Mínima";"En Düşük";"";"Minimální";"Ελάχιστη";"Minimális";"";"Minimă";"Mínimo";"Мінімальна";"";"最少";"最小值";"";"최소";"";""
"settings_keybinding_dialog_caption";"Tastenbelegung ändern";"Change keybinding";"Changer les raccourcis clavier";"Mudar tecla";"Изменить привязку клавиш";"Cambiar accesos de teclado";"Cambia assegnazione tasti";"";"";"";"Zmień klawisze";"Vaihda näppäintä";"Alterar Mapa de Teclas";"Tuşu değiştir";"";"Změň funkce kláves";"Άλλαξε συντομεύσεις πληκτρολογίου";"billentyű-beállítások változtatása";"";"Schimbă combinația de taste";"Cambiar combinación de teclas";"Змінити призначення клавіш";"";"更改按键绑定";"更改快捷鍵";"";"단축키 변경";"";""
"settings_keybinding_dialog_apply";"Anwenden";"Apply";"Appliquer";"Aplicar";"Применить";"Aplicar";"Applica";"";"";"";"Zastosuj";"Tallenna";"Aplicar";"Uygula";"";"Potvrdit";"Εφαρμογή";"Alkamaz";"";"Aplică";"Aplicar";"Застосувати";"تطبيق";"应用";"套用";"";"적용";"ใช้งาน";""
"settings_keybinding_dialog_cancel";"Abbrechen";"Cancel";"Annuler";"Cancelar";"Отмена";"Cancelar";"Annulla";"";"Upphäva";"Stoppen";"Anuluj";"Peruuta";"Cancelar";"İptal";"";"Zrušit";"Ακύρωση";"Mégse";"";"Anulează";"Cancelar";"Скасувати";"إلغاء";"取消";"取消";"";"취소";"ยกเลิก";""
"settings_keybinding_dialog_title";"Neubelegung für\n„%s“";"Rebind for\n""%s""";"Remplacer la touche par \n""%s""";"";"Перепривязка для\n""%s""";"Reatar para \n""%s""";"Ri-assegna per\n""%s""";"";"";"";"Zmień na \n""%s""";"Vaihda näppäin\n""%s""";"Realocar para\n""%s""";"Değiştirilen\n""%s""";"";"Přenastaveno na\n""%s""";"Ξαναπάτα για το\n«%s»";"";"";"Refă combinația de taste pentru\n""%s""";"Volver a enlazar para\n""%s""";"Перепризначення\n""%s""";"";"重新绑定\n""%s""";"重設此動作快捷鍵\n""%s""";"";"단축키 지정하기\n""%s""";"";""
"settings_keybinding_kbScreenshot_caption";"Bildschirmfoto aufnehmen";"Make Screenshot";"Faire une capture d'écran";"Tirar Screenshot";"Сделать Скриншот";"Crear Captuta de Pantalla";"Fai uno Screenshot";"";"";"";"Zrób zrzut ekranu";"Ota kuvankaappaus";"Tirar Screenshot";"Ekran Görüntüsü Al";"";"Snímek obrazovky";"Λάβε στιγμιότυπο οθόνης";"Képernyőkép készítése";"";"Faceți Captură de Ecran";"Captura Pantalla";"Зробити Скріншот";"";"制作屏幕快照";"拍攝螢幕擷圖";"";"스크린샷 찍기";"ถ่ายภาพหน้าจอ";""
"settings_keybinding_kbDeckslot01_caption";"Karte 1 wählen";"Select card 1";"Sélectionner la carte 1";"Selecionar carta 1";"Выбрать карту 1";"Selecionar Carta 1";"Seleziona carta 1";"";"";"";"Wybierz kartę 1";"Valitse kortti 1";"Selecionar carta 1";"1. kartı seç";"Избери карта 1";"Vyber kartu 1";"Διάλεξε την κάρτα 1";"1. kártya kiválasztása";"";"Selectați cardul 1";"Seleccionar tarjeta 1";"Виберіть карту 1";"";"选择卡片 1";"選取卡 1";"";"카드 1 선택";"เลือกการ์ด 1";""
"settings_keybinding_kbDeckslot02_caption";"Karte 2 wählen";"Select card 2";"Sélectionner la carte 2";"Selecionar carta 2";"Выбрать карту 2";"Selecionar Carta 2";"Seleziona carta 2";"";"";"";"Wybierz kartę 2";"Valitse kortti 2";"Selecionar carta 2";"2. kartı seç";"Избери карта 2";"Vyber kartu 2";"Διάλεξε την κάρτα 2";"2. kártya kiválasztása";"";"Selectați cardul 2";"Seleccionar tarjeta 2";"Виберіть карту 2";"";"选择卡片 2";"選取卡 2";"";"카드 2 선택";"เลือกการ์ด 2";""
"settings_keybinding_kbDeckslot03_caption";"Karte 3 wählen";"Select card 3";"Sélectionner la carte 3";"Selecionar carta 3";"Выбрать карту 3";"Selecionar Carta 3";"Seleziona carta 3";"";"";"";"Wybierz kartę 3";"Valitse kortti 3";"Selecionar carta 3";"3. kartı seç";"Избери карта 3";"Vyber kartu 3";"Διάλεξε την κάρτα 3";"3. kártya kiválasztása";"";"Selectați cardul 3";"Seleccionar tarjeta 3";"Виберіть карту 3";"";"选择卡片 3";"選取卡 3";"";"카드 3 선택";"เลือกการ์ด 3";""
"settings_keybinding_kbDeckslot04_caption";"Karte 4 wählen";"Select card 4";"Sélectionner la carte 4";"Selecionar carta 4";"Выбрать карту 4";"Selecionar Carta 4";"Seleziona carta 4";"";"";"";"Wybierz kartę 4";"Valitse kortti 4";"Selecionar carta 4";"4. kartı seç";"Избери карта 4";"Vyber kartu 4";"Διάλεξε την κάρτα 4";"4. kártya kiválasztása";"";"Selectați cardul 4";"Seleccionar tarjeta 4";"Виберіть карту 4";"";"选择卡片 4";"選取卡 4";"";"카드 4 선택";"เลือกการ์ด 4";""
"settings_keybinding_kbDeckslot05_caption";"Karte 5 wählen";"Select card 5";"Sélectionner la carte 5";"Selecionar carta 5";"Выбрать карту 5";"Selecionar Carta 5";"Seleziona carta 5";"";"";"";"Wybierz kartę 5";"Valitse kortti 5";"Selecionar carta 5";"5. kartı seç";"Избери карта 5";"Vyber kartu 5";"Διάλεξε την κάρτα 5";"5. kártya kiválasztása";"";"Selectați cardul 5";"Seleccionar tarjeta 5";"Виберіть карту 5";"";"选择卡片 5";"選取卡 5";"";"카드 5 선택";"เลือกการ์ด 5";""
